"","FIPS","STNAME","CTYNAME","population"
"2009",38035,"North Dakota","Grand Forks County",73170
"2010",38037,"North Dakota","Grant County",2301
"2011",38039,"North Dakota","Griggs County",2306
"2012",38041,"North Dakota","Hettinger County",2489
"2013",38043,"North Dakota","Kidder County",2394
"2014",38045,"North Dakota","LaMoure County",4093
"2015",38047,"North Dakota","Logan County",1876
"2016",38049,"North Dakota","McHenry County",5345
"2017",38051,"North Dakota","McIntosh County",2530
"2018",38053,"North Dakota","McKenzie County",14704
"2019",38055,"North Dakota","McLean County",9771
"2020",38057,"North Dakota","Mercer County",8350
"2021",38059,"North Dakota","Morton County",33291
"2022",38061,"North Dakota","Mountrail County",9809
"2023",38063,"North Dakota","Nelson County",3015
"2024",38065,"North Dakota","Oliver County",1877
"2025",38067,"North Dakota","Pembina County",6844
"2026",38069,"North Dakota","Pierce County",3990
"2027",38071,"North Dakota","Ramsey County",11605
"2028",38073,"North Dakota","Ransom County",5703
"2029",38075,"North Dakota","Renville County",2282
"2030",38077,"North Dakota","Richland County",16529
"2031",38079,"North Dakota","Rolette County",12187
"2032",38081,"North Dakota","Sargent County",3862
"2033",38083,"North Dakota","Sheridan County",1265
"2034",38085,"North Dakota","Sioux County",3898
"2035",38087,"North Dakota","Slope County",706
"2036",38089,"North Dakota","Stark County",33646
"2037",38091,"North Dakota","Steele County",1798
"2038",38093,"North Dakota","Stutsman County",21593
"2039",38095,"North Dakota","Towner County",2162
"2040",38097,"North Dakota","Traill County",7997
"2041",38099,"North Dakota","Walsh County",10563
"2042",38101,"North Dakota","Ward County",69919
"2043",38103,"North Dakota","Wells County",3982
"2044",38105,"North Dakota","Williams County",40950
"2045",39001,"Ohio","Adams County",27477
"2046",39003,"Ohio","Allen County",102206
"2047",39005,"Ohio","Ashland County",52447
"2048",39007,"Ohio","Ashtabula County",97574
"2049",39009,"Ohio","Athens County",62431
"2050",39011,"Ohio","Auglaize County",46422
"2051",39013,"Ohio","Belmont County",66497
"2052",39015,"Ohio","Brown County",43676
"2053",39017,"Ohio","Butler County",390357
"2054",39019,"Ohio","Carroll County",26721
"2055",39021,"Ohio","Champaign County",38714
"2056",39023,"Ohio","Clark County",136001
"2057",39025,"Ohio","Clermont County",208601
"2058",39027,"Ohio","Clinton County",42018
"2059",39029,"Ohio","Columbiana County",101877
"2060",39031,"Ohio","Coshocton County",36612
"2061",39033,"Ohio","Crawford County",42025
"2062",39035,"Ohio","Cuyahoga County",1264817
"2063",39037,"Ohio","Darke County",51881
"2064",39039,"Ohio","Defiance County",38286
"2065",39041,"Ohio","Delaware County",214124
"2066",39043,"Ohio","Erie County",75622
"2067",39045,"Ohio","Fairfield County",158921
"2068",39047,"Ohio","Fayette County",28951
"2069",39049,"Ohio","Franklin County",1323807
"2070",39051,"Ohio","Fulton County",42713
"2071",39053,"Ohio","Gallia County",29220
"2072",39055,"Ohio","Geauga County",95397
"2073",39057,"Ohio","Greene County",167966
"2074",39059,"Ohio","Guernsey County",38438
"2075",39061,"Ohio","Hamilton County",830639
"2076",39063,"Ohio","Hancock County",74920
"2077",39065,"Ohio","Hardin County",30696
"2078",39067,"Ohio","Harrison County",14483
"2079",39069,"Ohio","Henry County",27662
"2080",39071,"Ohio","Highland County",43317
"2081",39073,"Ohio","Hocking County",28050
"2082",39075,"Ohio","Holmes County",44223
"2083",39077,"Ohio","Huron County",58565
"2084",39079,"Ohio","Jackson County",32653
"2085",39081,"Ohio","Jefferson County",65249
"2086",39083,"Ohio","Knox County",62721
"2087",39085,"Ohio","Lake County",232603
"2088",39087,"Ohio","Lawrence County",58240
"2089",39089,"Ohio","Licking County",178519
"2090",39091,"Ohio","Logan County",46150
"2091",39093,"Ohio","Lorain County",312964
"2092",39095,"Ohio","Lucas County",431279
"2093",39097,"Ohio","Madison County",43824
"2094",39099,"Ohio","Mahoning County",228614
"2095",39101,"Ohio","Marion County",65359
"2096",39103,"Ohio","Medina County",182470
"2097",39105,"Ohio","Meigs County",22210
"2098",39107,"Ohio","Mercer County",42528
"2099",39109,"Ohio","Miami County",108774
"2100",39111,"Ohio","Monroe County",13385
"2101",39113,"Ohio","Montgomery County",537309
"2102",39115,"Ohio","Morgan County",13802
"2103",39117,"Ohio","Morrow County",34950
"2104",39119,"Ohio","Muskingum County",86410
"2105",39121,"Ohio","Noble County",14115
"2106",39123,"Ohio","Ottawa County",40364
"2107",39125,"Ohio","Paulding County",18806
"2108",39127,"Ohio","Perry County",35408
"2109",39129,"Ohio","Pickaway County",58539
"2110",39131,"Ohio","Pike County",27088
"2111",39133,"Ohio","Portage County",161791
"2112",39135,"Ohio","Preble County",40999
"2113",39137,"Ohio","Putnam County",34451
"2114",39139,"Ohio","Richland County",124936
"2115",39141,"Ohio","Ross County",77093
"2116",39143,"Ohio","Sandusky County",58896
"2117",39145,"Ohio","Scioto County",74008
"2118",39147,"Ohio","Seneca County",55069
"2119",39149,"Ohio","Shelby County",48230
"2120",39151,"Ohio","Stark County",374853
"2121",39153,"Ohio","Summit County",540428
"2122",39155,"Ohio","Trumbull County",201977
"2123",39157,"Ohio","Tuscarawas County",93263
"2124",39159,"Ohio","Union County",62784
"2125",39161,"Ohio","Van Wert County",28931
"2126",39163,"Ohio","Vinton County",12800
"2127",39165,"Ohio","Warren County",242337
"2128",39167,"Ohio","Washington County",59771
"2129",39169,"Ohio","Wayne County",116894
"2130",39171,"Ohio","Williams County",37102
"2131",39173,"Ohio","Wood County",132248
"2132",39175,"Ohio","Wyandot County",21900
"2133",40001,"Oklahoma","Adair County",19495
"2134",40003,"Oklahoma","Alfalfa County",5699
"2135",40005,"Oklahoma","Atoka County",14143
"2136",40007,"Oklahoma","Beaver County",5049
"2137",40009,"Oklahoma","Beckham County",22410
"2138",40011,"Oklahoma","Blaine County",8735
"2139",40013,"Oklahoma","Bryan County",46067
"2140",40015,"Oklahoma","Caddo County",26945
"2141",40017,"Oklahoma","Canadian County",154405
"2142",40019,"Oklahoma","Carter County",48003
"2143",40021,"Oklahoma","Cherokee County",47078
"2144",40023,"Oklahoma","Choctaw County",14204
"2145",40025,"Oklahoma","Cimarron County",2296
"2146",40027,"Oklahoma","Cleveland County",295528
"2147",40029,"Oklahoma","Coal County",5266
"2148",40031,"Oklahoma","Comanche County",121125
"2149",40033,"Oklahoma","Cotton County",5527
"2150",40035,"Oklahoma","Craig County",14107
"2151",40037,"Oklahoma","Creek County",71754
"2152",40039,"Oklahoma","Custer County",28513
"2153",40041,"Oklahoma","Delaware County",40397
"2154",40043,"Oklahoma","Dewey County",4484
"2155",40045,"Oklahoma","Ellis County",3749
"2156",40047,"Oklahoma","Garfield County",62846
"2157",40049,"Oklahoma","Garvin County",25656
"2158",40051,"Oklahoma","Grady County",54795
"2159",40053,"Oklahoma","Grant County",4169
"2160",40055,"Oklahoma","Greer County",5491
"2161",40057,"Oklahoma","Harmon County",2488
"2162",40059,"Oklahoma","Harper County",3272
"2163",40061,"Oklahoma","Haskell County",11561
"2164",40063,"Oklahoma","Hughes County",13367
"2165",40065,"Oklahoma","Jackson County",24785
"2166",40067,"Oklahoma","Jefferson County",5337
"2167",40069,"Oklahoma","Johnston County",10272
"2168",40071,"Oklahoma","Kay County",43700
"2169",40073,"Oklahoma","Kingfisher County",15184
"2170",40075,"Oklahoma","Kiowa County",8509
"2171",40077,"Oklahoma","Latimer County",9444
"2172",40079,"Oklahoma","Le Flore County",48129
"2173",40081,"Oklahoma","Lincoln County",33458
"2174",40083,"Oklahoma","Logan County",49555
"2175",40085,"Oklahoma","Love County",10146
"2176",40087,"Oklahoma","McClain County",41662
"2177",40089,"Oklahoma","McCurtain County",30814
"2178",40091,"Oklahoma","McIntosh County",18941
"2179",40093,"Oklahoma","Major County",7782
"2180",40095,"Oklahoma","Marshall County",15312
"2181",40097,"Oklahoma","Mayes County",39046
"2182",40099,"Oklahoma","Murray County",13904
"2183",40101,"Oklahoma","Muskogee County",66339
"2184",40103,"Oklahoma","Noble County",10924
"2185",40105,"Oklahoma","Nowata County",9320
"2186",40107,"Oklahoma","Okfuskee County",11310
"2187",40109,"Oklahoma","Oklahoma County",796292
"2188",40111,"Oklahoma","Okmulgee County",36706
"2189",40113,"Oklahoma","Osage County",45818
"2190",40115,"Oklahoma","Ottawa County",30285
"2191",40117,"Oklahoma","Pawnee County",15553
"2192",40119,"Oklahoma","Payne County",81646
"2193",40121,"Oklahoma","Pittsburg County",43773
"2194",40123,"Oklahoma","Pontotoc County",38065
"2195",40125,"Oklahoma","Pottawatomie County",72454
"2196",40127,"Oklahoma","Pushmataha County",10812
"2197",40129,"Oklahoma","Roger Mills County",3442
"2198",40131,"Oklahoma","Rogers County",95240
"2199",40133,"Oklahoma","Seminole County",23556
"2200",40135,"Oklahoma","Sequoyah County",39281
"2201",40137,"Oklahoma","Stephens County",42848
"2202",40139,"Oklahoma","Texas County",21384
"2203",40141,"Oklahoma","Tillman County",6968
"2204",40143,"Oklahoma","Tulsa County",669279
"2205",40145,"Oklahoma","Wagoner County",80981
"2206",40147,"Oklahoma","Washington County",52455
"2207",40149,"Oklahoma","Washita County",10924
"2208",40151,"Oklahoma","Woods County",8624
"2209",40153,"Oklahoma","Woodward County",20470
"2210",41001,"Oregon","Baker County",16668
"2211",41003,"Oregon","Benton County",95184
"2212",41005,"Oregon","Clackamas County",421401
"2213",41007,"Oregon","Clatsop County",41072
"2214",41009,"Oregon","Columbia County",52589
"2215",41011,"Oregon","Coos County",64929
"2216",41013,"Oregon","Crook County",24738
"2217",41015,"Oregon","Curry County",23446
"2218",41017,"Oregon","Deschutes County",198253
"2219",41019,"Oregon","Douglas County",111201
"2220",41021,"Oregon","Gilliam County",1995
"2221",41023,"Oregon","Grant County",7233
"2222",41025,"Oregon","Harney County",7495
"2223",41027,"Oregon","Hood River County",23977
"2224",41029,"Oregon","Jackson County",223259
"2225",41031,"Oregon","Jefferson County",24502
"2226",41033,"Oregon","Josephine County",88090
"2227",41035,"Oregon","Klamath County",69413
"2228",41037,"Oregon","Lake County",8160
"2229",41039,"Oregon","Lane County",382971
"2230",41041,"Oregon","Lincoln County",50395
"2231",41043,"Oregon","Linn County",128610
"2232",41045,"Oregon","Malheur County",31571
"2233",41047,"Oregon","Marion County",345920
"2234",41049,"Oregon","Morrow County",12186
"2235",41051,"Oregon","Multnomah County",815428
"2236",41053,"Oregon","Polk County",87433
"2237",41055,"Oregon","Sherman County",1870
"2238",41057,"Oregon","Tillamook County",27390
"2239",41059,"Oregon","Umatilla County",80075
"2240",41061,"Oregon","Union County",26196
"2241",41063,"Oregon","Wallowa County",7391
"2242",41065,"Oregon","Wasco County",26670
"2243",41067,"Oregon","Washington County",600372
"2244",41069,"Oregon","Wheeler County",1451
"2245",41071,"Oregon","Yamhill County",107722
"2246",42001,"Pennsylvania","Adams County",103852
"2247",42003,"Pennsylvania","Allegheny County",1250578
"2248",42005,"Pennsylvania","Armstrong County",65558
"2249",42007,"Pennsylvania","Beaver County",168215
"2250",42009,"Pennsylvania","Bedford County",47577
"2251",42011,"Pennsylvania","Berks County",428849
"2252",42013,"Pennsylvania","Blair County",122822
"2253",42015,"Pennsylvania","Bradford County",59967
"2254",42017,"Pennsylvania","Bucks County",646538
"2255",42019,"Pennsylvania","Butler County",193763
"2256",42021,"Pennsylvania","Cambria County",133472
"2257",42023,"Pennsylvania","Cameron County",4547
"2258",42025,"Pennsylvania","Carbon County",64749
"2259",42027,"Pennsylvania","Centre County",158172
"2260",42029,"Pennsylvania","Chester County",534413
"2261",42031,"Pennsylvania","Clarion County",37241
"2262",42033,"Pennsylvania","Clearfield County",80562
"2263",42035,"Pennsylvania","Clinton County",37450
"2264",42037,"Pennsylvania","Columbia County",64727
"2265",42039,"Pennsylvania","Crawford County",83938
"2266",42041,"Pennsylvania","Cumberland County",259469
"2267",42043,"Pennsylvania","Dauphin County",286401
"2268",42045,"Pennsylvania","Delaware County",576830
"2269",42047,"Pennsylvania","Elk County",30990
"2270",42049,"Pennsylvania","Erie County",270876
"2271",42051,"Pennsylvania","Fayette County",128804
"2272",42053,"Pennsylvania","Forest County",6973
"2273",42055,"Pennsylvania","Franklin County",155932
"2274",42057,"Pennsylvania","Fulton County",14556
"2275",42059,"Pennsylvania","Greene County",35954
"2276",42061,"Pennsylvania","Huntingdon County",44092
"2277",42063,"Pennsylvania","Indiana County",83246
"2278",42065,"Pennsylvania","Jefferson County",44492
"2279",42067,"Pennsylvania","Juniata County",23509
"2280",42069,"Pennsylvania","Lackawanna County",215896
"2281",42071,"Pennsylvania","Lancaster County",552984
"2282",42073,"Pennsylvania","Lawrence County",86070
"2283",42075,"Pennsylvania","Lebanon County",143257
"2284",42077,"Pennsylvania","Lehigh County",374557
"2285",42079,"Pennsylvania","Luzerne County",325594
"2286",42081,"Pennsylvania","Lycoming County",114188
"2287",42083,"Pennsylvania","McKean County",40432
"2288",42085,"Pennsylvania","Mercer County",110652
"2289",42087,"Pennsylvania","Mifflin County",46143
"2290",42089,"Pennsylvania","Monroe County",168327
"2291",42091,"Pennsylvania","Montgomery County",856553
"2292",42093,"Pennsylvania","Montour County",18136
"2293",42095,"Pennsylvania","Northampton County",312951
"2294",42097,"Pennsylvania","Northumberland County",91647
"2295",42099,"Pennsylvania","Perry County",45842
"2296",42101,"Pennsylvania","Philadelphia County",1603797
"2297",42103,"Pennsylvania","Pike County",58535
"2298",42105,"Pennsylvania","Potter County",16396
"2299",42107,"Pennsylvania","Schuylkill County",143049
"2300",42109,"Pennsylvania","Snyder County",39736
"2301",42111,"Pennsylvania","Somerset County",74129
"2302",42113,"Pennsylvania","Sullivan County",5840
"2303",42115,"Pennsylvania","Susquehanna County",38434
"2304",42117,"Pennsylvania","Tioga County",41045
"2305",42119,"Pennsylvania","Union County",42681
"2306",42121,"Pennsylvania","Venango County",50454
"2307",42123,"Pennsylvania","Warren County",38587
"2308",42125,"Pennsylvania","Washington County",209349
"2309",42127,"Pennsylvania","Wayne County",51155
"2310",42129,"Pennsylvania","Westmoreland County",354663
"2311",42131,"Pennsylvania","Wyoming County",26069
"2312",42133,"Pennsylvania","York County",456438
"2313",44001,"Rhode Island","Bristol County",50793
"2314",44003,"Rhode Island","Kent County",170363
"2315",44005,"Rhode Island","Newport County",85643
"2316",44007,"Rhode Island","Providence County",660741
"2317",44009,"Rhode Island","Washington County",129839
"2318",45001,"South Carolina","Abbeville County",24295
"2319",45003,"South Carolina","Aiken County",168808
"2320",45005,"South Carolina","Allendale County",8039
"2321",45007,"South Carolina","Anderson County",203718
"2322",45009,"South Carolina","Bamberg County",13311
"2323",45011,"South Carolina","Barnwell County",20589
"2324",45013,"South Carolina","Beaufort County",187117
"2325",45015,"South Carolina","Berkeley County",229861
"2326",45017,"South Carolina","Calhoun County",14119
"2327",45019,"South Carolina","Charleston County",408235
"2328",45021,"South Carolina","Cherokee County",56216
"2329",45023,"South Carolina","Chester County",32294
"2330",45025,"South Carolina","Chesterfield County",43273
"2331",45027,"South Carolina","Clarendon County",31144
"2332",45029,"South Carolina","Colleton County",38604
"2333",45031,"South Carolina","Darlington County",62905
"2334",45033,"South Carolina","Dillon County",28292
"2335",45035,"South Carolina","Dorchester County",161540
"2336",45037,"South Carolina","Edgefield County",25657
"2337",45039,"South Carolina","Fairfield County",20948
"2338",45041,"South Carolina","Florence County",137059
"2339",45043,"South Carolina","Georgetown County",63404
"2340",45045,"South Carolina","Greenville County",525534
"2341",45047,"South Carolina","Greenwood County",69351
"2342",45049,"South Carolina","Hampton County",18561
"2343",45051,"South Carolina","Horry County",351029
"2344",45053,"South Carolina","Jasper County",28791
"2345",45055,"South Carolina","Kershaw County",65403
"2346",45057,"South Carolina","Lancaster County",96016
"2347",45059,"South Carolina","Laurens County",67539
"2348",45061,"South Carolina","Lee County",16531
"2349",45063,"South Carolina","Lexington County",293991
"2350",45065,"South Carolina","McCormick County",9526
"2351",45067,"South Carolina","Marion County",29183
"2352",45069,"South Carolina","Marlboro County",26667
"2353",45071,"South Carolina","Newberry County",37719
"2354",45073,"South Carolina","Oconee County",78607
"2355",45075,"South Carolina","Orangeburg County",84223
"2356",45077,"South Carolina","Pickens County",131404
"2357",45079,"South Carolina","Richland County",416147
"2358",45081,"South Carolina","Saluda County",18862
"2359",45083,"South Carolina","Spartanburg County",327997
"2360",45085,"South Carolina","Sumter County",105556
"2361",45087,"South Carolina","Union County",27244
"2362",45089,"South Carolina","Williamsburg County",31026
"2363",45091,"South Carolina","York County",282090
"2364",46003,"South Dakota","Aurora County",2747
"2365",46005,"South Dakota","Beadle County",19149
"2366",46007,"South Dakota","Bennett County",3381
"2367",46009,"South Dakota","Bon Homme County",7003
"2368",46011,"South Dakota","Brookings County",34375
"2369",46013,"South Dakota","Brown County",38301
"2370",46015,"South Dakota","Brule County",5247
"2371",46017,"South Dakota","Buffalo County",1948
"2372",46019,"South Dakota","Butte County",10243
"2373",46021,"South Dakota","Campbell County",1377
"2374",46023,"South Dakota","Charles Mix County",9373
"2375",46025,"South Dakota","Clark County",3837
"2376",46027,"South Dakota","Clay County",14967
"2377",46029,"South Dakota","Codington County",28325
"2378",46031,"South Dakota","Corson County",3902
"2379",46033,"South Dakota","Custer County",8318
"2380",46035,"South Dakota","Davison County",19956
"2381",46037,"South Dakota","Day County",5449
"2382",46039,"South Dakota","Deuel County",4295
"2383",46041,"South Dakota","Dewey County",5239
"2384",46043,"South Dakota","Douglas County",2835
"2385",46045,"South Dakota","Edmunds County",3986
"2386",46047,"South Dakota","Fall River County",6973
"2387",46049,"South Dakota","Faulk County",2125
"2388",46051,"South Dakota","Grant County",7556
"2389",46053,"South Dakota","Gregory County",3994
"2390",46055,"South Dakota","Haakon County",1872
"2391",46057,"South Dakota","Hamlin County",6164
"2392",46059,"South Dakota","Hand County",3145
"2393",46061,"South Dakota","Hanson County",3461
"2394",46063,"South Dakota","Harding County",1311
"2395",46065,"South Dakota","Hughes County",17765
"2396",46067,"South Dakota","Hutchinson County",7427
"2397",46069,"South Dakota","Hyde County",1262
"2398",46071,"South Dakota","Jackson County",2806
"2399",46073,"South Dakota","Jerauld County",1663
"2400",46075,"South Dakota","Jones County",917
"2401",46077,"South Dakota","Kingsbury County",5187
"2402",46079,"South Dakota","Lake County",11059
"2403",46081,"South Dakota","Lawrence County",25768
"2404",46083,"South Dakota","Lincoln County",65161
"2405",46085,"South Dakota","Lyman County",3718
"2406",46087,"South Dakota","McCook County",5682
"2407",46089,"South Dakota","McPherson County",2411
"2408",46091,"South Dakota","Marshall County",4306
"2409",46093,"South Dakota","Meade County",29852
"2410",46095,"South Dakota","Mellette County",1918
"2411",46097,"South Dakota","Miner County",2298
"2412",46099,"South Dakota","Minnehaha County",197214
"2413",46101,"South Dakota","Moody County",6336
"2414",46102,"South Dakota","Oglala Lakota County",13672
"2415",46103,"South Dakota","Pennington County",109222
"2416",46105,"South Dakota","Perkins County",2835
"2417",46107,"South Dakota","Potter County",2472
"2418",46109,"South Dakota","Roberts County",10280
"2419",46111,"South Dakota","Sanborn County",2330
"2420",46115,"South Dakota","Spink County",6361
"2421",46117,"South Dakota","Stanley County",2980
"2422",46119,"South Dakota","Sully County",1446
"2423",46121,"South Dakota","Todd County",9319
"2424",46123,"South Dakota","Tripp County",5624
"2425",46125,"South Dakota","Turner County",8673
"2426",46127,"South Dakota","Union County",16811
"2427",46129,"South Dakota","Walworth County",5315
"2428",46135,"South Dakota","Yankton County",23310
"2429",46137,"South Dakota","Ziebach County",2413
"2430",47001,"Tennessee","Anderson County",77123
"2431",47003,"Tennessee","Bedford County",50237
"2432",47005,"Tennessee","Benton County",15864
"2433",47007,"Tennessee","Bledsoe County",14913
"2434",47009,"Tennessee","Blount County",135280
"2435",47011,"Tennessee","Bradley County",108620
"2436",47013,"Tennessee","Campbell County",39272
"2437",47015,"Tennessee","Cannon County",14506
"2438",47017,"Tennessee","Carroll County",28440
"2439",47019,"Tennessee","Carter County",56356
"2440",47021,"Tennessee","Cheatham County",41072
"2441",47023,"Tennessee","Chester County",17341
"2442",47025,"Tennessee","Claiborne County",32043
"2443",47027,"Tennessee","Clay County",7581
"2444",47029,"Tennessee","Cocke County",35999
"2445",47031,"Tennessee","Coffee County",57889
"2446",47033,"Tennessee","Crockett County",13911
"2447",47035,"Tennessee","Cumberland County",61145
"2448",47037,"Tennessee","Davidson County",715884
"2449",47039,"Tennessee","Decatur County",11435
"2450",47041,"Tennessee","DeKalb County",20080
"2451",47043,"Tennessee","Dickson County",54315
"2452",47045,"Tennessee","Dyer County",36801
"2453",47047,"Tennessee","Fayette County",41990
"2454",47049,"Tennessee","Fentress County",18489
"2455",47051,"Tennessee","Franklin County",42774
"2456",47053,"Tennessee","Gibson County",50429
"2457",47055,"Tennessee","Giles County",30346
"2458",47057,"Tennessee","Grainger County",23527
"2459",47059,"Tennessee","Greene County",70152
"2460",47061,"Tennessee","Grundy County",13529
"2461",47063,"Tennessee","Hamblen County",64499
"2462",47065,"Tennessee","Hamilton County",366207
"2463",47067,"Tennessee","Hancock County",6662
"2464",47069,"Tennessee","Hardeman County",25462
"2465",47071,"Tennessee","Hardin County",26831
"2466",47073,"Tennessee","Hawkins County",56721
"2467",47075,"Tennessee","Haywood County",17864
"2468",47077,"Tennessee","Henderson County",27842
"2469",47079,"Tennessee","Henry County",32199
"2470",47081,"Tennessee","Hickman County",24925
"2471",47083,"Tennessee","Houston County",8283
"2472",47085,"Tennessee","Humphreys County",18990
"2473",47087,"Tennessee","Jackson County",11617
"2474",47089,"Tennessee","Jefferson County",54683
"2475",47091,"Tennessee","Johnson County",17948
"2476",47093,"Tennessee","Knox County",478971
"2477",47095,"Tennessee","Lake County",7005
"2478",47097,"Tennessee","Lauderdale County",25143
"2479",47099,"Tennessee","Lawrence County",44159
"2480",47101,"Tennessee","Lewis County",12582
"2481",47103,"Tennessee","Lincoln County",35319
"2482",47105,"Tennessee","Loudon County",54886
"2483",47107,"Tennessee","McMinn County",53276
"2484",47109,"Tennessee","McNairy County",25866
"2485",47111,"Tennessee","Macon County",25216
"2486",47113,"Tennessee","Madison County",98823
"2487",47115,"Tennessee","Marion County",28837
"2488",47117,"Tennessee","Marshall County",34318
"2489",47119,"Tennessee","Maury County",100974
"2490",47121,"Tennessee","Meigs County",12758
"2491",47123,"Tennessee","Monroe County",46250
"2492",47125,"Tennessee","Montgomery County",220069
"2493",47127,"Tennessee","Moore County",6461
"2494",47129,"Tennessee","Morgan County",21035
"2495",47131,"Tennessee","Obion County",30787
"2496",47133,"Tennessee","Overton County",22511
"2497",47135,"Tennessee","Perry County",8366
"2498",47137,"Tennessee","Pickett County",5001
"2499",47139,"Tennessee","Polk County",17544
"2500",47141,"Tennessee","Putnam County",79854
"2501",47143,"Tennessee","Rhea County",32870
"2502",47145,"Tennessee","Roane County",53404
"2503",47147,"Tennessee","Robertson County",72803
"2504",47149,"Tennessee","Rutherford County",341486
"2505",47151,"Tennessee","Scott County",21850
"2506",47153,"Tennessee","Sequatchie County",15826
"2507",47155,"Tennessee","Sevier County",98380
"2508",47157,"Tennessee","Shelby County",929744
"2509",47159,"Tennessee","Smith County",19904
"2510",47161,"Tennessee","Stewart County",13657
"2511",47163,"Tennessee","Sullivan County",158163
"2512",47165,"Tennessee","Sumner County",196281
"2513",47167,"Tennessee","Tipton County",60970
"2514",47169,"Tennessee","Trousdale County",11615
"2515",47171,"Tennessee","Unicoi County",17928
"2516",47173,"Tennessee","Union County",19802
"2517",47175,"Tennessee","Van Buren County",6168
"2518",47177,"Tennessee","Warren County",40953
"2519",47179,"Tennessee","Washington County",133001
"2520",47181,"Tennessee","Wayne County",16232
"2521",47183,"Tennessee","Weakley County",32902
"2522",47185,"Tennessee","White County",27351
"2523",47187,"Tennessee","Williamson County",247726
"2524",47189,"Tennessee","Wilson County",147737
"2525",48001,"Texas","Anderson County",57922
"2526",48003,"Texas","Andrews County",18610
"2527",48005,"Texas","Angelina County",86395
"2528",48007,"Texas","Aransas County",23830
"2529",48009,"Texas","Archer County",8560
"2530",48011,"Texas","Armstrong County",1848
"2531",48013,"Texas","Atascosa County",48981
"2532",48015,"Texas","Austin County",30167
"2533",48017,"Texas","Bailey County",6904
"2534",48019,"Texas","Bandera County",20851
"2535",48021,"Texas","Bastrop County",97216
"2536",48023,"Texas","Baylor County",3465
"2537",48025,"Texas","Bee County",31047
"2538",48027,"Texas","Bell County",370647
"2539",48029,"Texas","Bexar County",2009324
"2540",48031,"Texas","Blanco County",11374
"2541",48033,"Texas","Borden County",631
"2542",48035,"Texas","Bosque County",18235
"2543",48037,"Texas","Bowie County",92893
"2544",48039,"Texas","Brazoria County",372031
"2545",48041,"Texas","Brazos County",233849
"2546",48043,"Texas","Brewster County",9546
"2547",48045,"Texas","Briscoe County",1435
"2548",48047,"Texas","Brooks County",7076
"2549",48049,"Texas","Brown County",38095
"2550",48051,"Texas","Burleson County",17642
"2551",48053,"Texas","Burnet County",49130
"2552",48055,"Texas","Caldwell County",45883
"2553",48057,"Texas","Calhoun County",20106
"2554",48059,"Texas","Callahan County",13708
"2555",48061,"Texas","Cameron County",421017
"2556",48063,"Texas","Camp County",12464
"2557",48065,"Texas","Carson County",5807
"2558",48067,"Texas","Cass County",28454
"2559",48069,"Texas","Castro County",7371
"2560",48071,"Texas","Chambers County",46571
"2561",48073,"Texas","Cherokee County",50412
"2562",48075,"Texas","Childress County",6664
"2563",48077,"Texas","Clay County",10218
"2564",48079,"Texas","Cochran County",2547
"2565",48081,"Texas","Coke County",3285
"2566",48083,"Texas","Coleman County",7684
"2567",48085,"Texas","Collin County",1064465
"2568",48087,"Texas","Collingsworth County",2652
"2569",48089,"Texas","Colorado County",20557
"2570",48091,"Texas","Comal County",161501
"2571",48093,"Texas","Comanche County",13594
"2572",48095,"Texas","Concho County",3303
"2573",48097,"Texas","Cooke County",41668
"2574",48099,"Texas","Coryell County",83093
"2575",48101,"Texas","Cottle County",1380
"2576",48103,"Texas","Crane County",4675
"2577",48105,"Texas","Crockett County",3098
"2578",48107,"Texas","Crosby County",5133
"2579",48109,"Texas","Culberson County",2188
"2580",48111,"Texas","Dallam County",7115
"2581",48113,"Texas","Dallas County",2613539
"2582",48115,"Texas","Dawson County",12456
"2583",48117,"Texas","Deaf Smith County",18583
"2584",48119,"Texas","Delta County",5230
"2585",48121,"Texas","Denton County",906422
"2586",48123,"Texas","DeWitt County",19824
"2587",48125,"Texas","Dickens County",1770
"2588",48127,"Texas","Dimmit County",8615
"2589",48129,"Texas","Donley County",3258
"2590",48131,"Texas","Duval County",9831
"2591",48133,"Texas","Eastland County",17725
"2592",48135,"Texas","Ector County",165171
"2593",48137,"Texas","Edwards County",1422
"2594",48139,"Texas","Ellis County",192455
"2595",48141,"Texas","El Paso County",865657
"2596",48143,"Texas","Erath County",42545
"2597",48145,"Texas","Falls County",16968
"2598",48147,"Texas","Fannin County",35662
"2599",48149,"Texas","Fayette County",24435
"2600",48151,"Texas","Fisher County",3672
"2601",48153,"Texas","Floyd County",5402
"2602",48155,"Texas","Foard County",1095
"2603",48157,"Texas","Fort Bend County",822779
"2604",48159,"Texas","Franklin County",10359
"2605",48161,"Texas","Freestone County",19435
"2606",48163,"Texas","Frio County",18385
"2607",48165,"Texas","Gaines County",21598
"2608",48167,"Texas","Galveston County",350682
"2609",48169,"Texas","Garza County",5816
"2610",48171,"Texas","Gillespie County",26725
"2611",48173,"Texas","Glasscock County",1116
"2612",48175,"Texas","Goliad County",7012
"2613",48177,"Texas","Gonzales County",19653
"2614",48179,"Texas","Gray County",21227
"2615",48181,"Texas","Grayson County",135543
"2616",48183,"Texas","Gregg County",124239
"2617",48185,"Texas","Grimes County",29268
"2618",48187,"Texas","Guadalupe County",172706
"2619",48189,"Texas","Hale County",32522
"2620",48191,"Texas","Hall County",2825
