"","STATE","COUNTY","STNAME","CTYNAME","population"
"3104",55,109,"Wisconsin","St. Croix County",84345
"3105",55,111,"Wisconsin","Sauk County",61976
"3106",55,113,"Wisconsin","Sawyer County",16557
"3107",55,115,"Wisconsin","Shawano County",41949
"3108",55,117,"Wisconsin","Sheboygan County",115507
"3109",55,119,"Wisconsin","Taylor County",20689
"3110",55,121,"Wisconsin","Trempealeau County",28816
"3111",55,123,"Wisconsin","Vernon County",29773
"3112",55,125,"Wisconsin","Vilas County",21430
"3113",55,127,"Wisconsin","Walworth County",102228
"3114",55,129,"Wisconsin","Washburn County",15911
"3115",55,131,"Wisconsin","Washington County",131887
"3116",55,133,"Wisconsin","Waukesha County",389891
"3117",55,135,"Wisconsin","Waupaca County",52410
"3118",55,137,"Wisconsin","Waushara County",24496
"3119",55,139,"Wisconsin","Winnebago County",166994
"3120",55,141,"Wisconsin","Wood County",74749
"3121",56,1,"Wyoming","Albany County",36299
"3122",56,3,"Wyoming","Big Horn County",11668
"3123",56,5,"Wyoming","Campbell County",46133
"3124",56,7,"Wyoming","Carbon County",15885
"3125",56,9,"Wyoming","Converse County",13833
"3126",56,11,"Wyoming","Crook County",7083
"3127",56,13,"Wyoming","Fremont County",40123
"3128",56,15,"Wyoming","Goshen County",13249
"3129",56,17,"Wyoming","Hot Springs County",4812
"3130",56,19,"Wyoming","Johnson County",8569
"3131",56,21,"Wyoming","Laramie County",91738
"3132",56,23,"Wyoming","Lincoln County",18106
"3133",56,25,"Wyoming","Natrona County",75450
"3134",56,27,"Wyoming","Niobrara County",2484
"3135",56,29,"Wyoming","Park County",28205
"3136",56,31,"Wyoming","Platte County",8667
"3137",56,33,"Wyoming","Sheridan County",29116
"3138",56,35,"Wyoming","Sublette County",10247
"3139",56,37,"Wyoming","Sweetwater County",43806
"3140",56,39,"Wyoming","Teton County",21294
"3141",56,41,"Wyoming","Uinta County",21118
"3142",56,43,"Wyoming","Washakie County",8533
"3143",56,45,"Wyoming","Weston County",7208
