"","STATE","COUNTY","STNAME","CTYNAME","population"
"633",17,75,"Illinois","Iroquois County",29718
"634",17,77,"Illinois","Jackson County",60218
"635",17,79,"Illinois","Jasper County",9698
"636",17,81,"Illinois","Jefferson County",38827
"637",17,83,"Illinois","Jersey County",22985
"638",17,85,"Illinois","Jo Daviess County",22678
"639",17,87,"Illinois","Johnson County",12582
"640",17,89,"Illinois","Kane County",515269
"641",17,91,"Illinois","Kankakee County",113449
"642",17,93,"Illinois","Kendall County",114736
"643",17,95,"Illinois","Knox County",52919
"644",17,97,"Illinois","Lake County",703462
"645",17,99,"Illinois","LaSalle County",113924
"646",17,101,"Illinois","Lawrence County",16833
"647",17,103,"Illinois","Lee County",36031
"648",17,105,"Illinois","Livingston County",38950
"649",17,107,"Illinois","Logan County",30305
"650",17,109,"Illinois","McDonough County",32612
"651",17,111,"Illinois","McHenry County",308760
"652",17,113,"Illinois","McLean County",169572
"653",17,115,"Illinois","Macon County",110768
"654",17,117,"Illinois","Macoupin County",47765
"655",17,119,"Illinois","Madison County",269282
"656",17,121,"Illinois","Marion County",39437
"657",17,123,"Illinois","Marshall County",12640
"658",17,125,"Illinois","Mason County",14666
"659",17,127,"Illinois","Massac County",15429
"660",17,129,"Illinois","Menard County",12705
"661",17,131,"Illinois","Mercer County",16434
"662",17,133,"Illinois","Monroe County",32957
"663",17,135,"Illinois","Montgomery County",30104
"664",17,137,"Illinois","Morgan County",35547
"665",17,139,"Illinois","Moultrie County",14846
"666",17,141,"Illinois","Ogle County",53497
"667",17,143,"Illinois","Peoria County",186494
"668",17,145,"Illinois","Perry County",22350
"669",17,147,"Illinois","Piatt County",16729
"670",17,149,"Illinois","Pike County",16430
"671",17,151,"Illinois","Pope County",4470
"672",17,153,"Illinois","Pulaski County",6161
"673",17,155,"Illinois","Putnam County",6006
"674",17,157,"Illinois","Randolph County",33476
"675",17,159,"Illinois","Richland County",16233
"676",17,161,"Illinois","Rock Island County",147546
"677",17,163,"Illinois","St. Clair County",270056
"678",17,165,"Illinois","Saline County",24913
"679",17,167,"Illinois","Sangamon County",197465
"680",17,169,"Illinois","Schuyler County",7544
"681",17,171,"Illinois","Scott County",5355
"682",17,173,"Illinois","Shelby County",22363
"683",17,175,"Illinois","Stark County",5994
"684",17,177,"Illinois","Stephenson County",47711
"685",17,179,"Illinois","Tazewell County",135394
"686",17,181,"Illinois","Union County",17808
"687",17,183,"Illinois","Vermilion County",81625
"688",17,185,"Illinois","Wabash County",11947
"689",17,187,"Illinois","Warren County",17707
"690",17,189,"Illinois","Washington County",14716
"691",17,191,"Illinois","Wayne County",16760
"692",17,193,"Illinois","White County",14665
"693",17,195,"Illinois","Whiteside County",58498
"694",17,197,"Illinois","Will County",677560
"695",17,199,"Illinois","Williamson County",66357
"696",17,201,"Illinois","Winnebago County",295266
"697",17,203,"Illinois","Woodford County",38664
"698",18,1,"Indiana","Adams County",34387
"699",18,3,"Indiana","Allen County",355329
"700",18,5,"Indiana","Bartholomew County",76794
"701",18,7,"Indiana","Benton County",8854
"702",18,9,"Indiana","Blackford County",12766
"703",18,11,"Indiana","Boone County",56640
"704",18,13,"Indiana","Brown County",15242
"705",18,15,"Indiana","Carroll County",20155
"706",18,17,"Indiana","Cass County",38966
"707",18,19,"Indiana","Clark County",110232
"708",18,21,"Indiana","Clay County",26890
"709",18,23,"Indiana","Clinton County",33224
"710",18,25,"Indiana","Crawford County",10713
"711",18,27,"Indiana","Daviess County",31648
"712",18,29,"Indiana","Dearborn County",50047
"713",18,31,"Indiana","Decatur County",25740
"714",18,33,"Indiana","DeKalb County",42223
"715",18,35,"Indiana","Delaware County",117671
"716",18,37,"Indiana","Dubois County",41889
"717",18,39,"Indiana","Elkhart County",197559
"718",18,41,"Indiana","Fayette County",24277
"719",18,43,"Indiana","Floyd County",74578
"720",18,45,"Indiana","Fountain County",17240
"721",18,47,"Indiana","Franklin County",23087
"722",18,49,"Indiana","Fulton County",20836
"723",18,51,"Indiana","Gibson County",33503
"724",18,53,"Indiana","Grant County",70061
"725",18,55,"Indiana","Greene County",33165
"726",18,57,"Indiana","Hamilton County",274569
"727",18,59,"Indiana","Hancock County",70002
"728",18,61,"Indiana","Harrison County",39364
"729",18,63,"Indiana","Hendricks County",145448
"730",18,65,"Indiana","Henry County",49462
"731",18,67,"Indiana","Howard County",82752
"732",18,69,"Indiana","Huntington County",37124
"733",18,71,"Indiana","Jackson County",42376
"734",18,73,"Indiana","Jasper County",33478
"735",18,75,"Indiana","Jay County",21253
"736",18,77,"Indiana","Jefferson County",32428
"737",18,79,"Indiana","Jennings County",28525
"738",18,81,"Indiana","Johnson County",139654
"739",18,83,"Indiana","Knox County",38440
"740",18,85,"Indiana","Kosciusko County",77358
"741",18,87,"Indiana","LaGrange County",37128
"742",18,89,"Indiana","Lake County",496005
"743",18,91,"Indiana","LaPorte County",111467
"744",18,93,"Indiana","Lawrence County",46134
"745",18,95,"Indiana","Madison County",131636
"746",18,97,"Indiana","Marion County",903393
"747",18,99,"Indiana","Marshall County",47051
"748",18,101,"Indiana","Martin County",10334
"749",18,103,"Indiana","Miami County",36903
"750",18,105,"Indiana","Monroe County",137974
"751",18,107,"Indiana","Montgomery County",38124
"752",18,109,"Indiana","Morgan County",68894
"753",18,111,"Indiana","Newton County",14244
"754",18,113,"Indiana","Noble County",47536
"755",18,115,"Indiana","Ohio County",6128
"756",18,117,"Indiana","Orange County",19840
"757",18,119,"Indiana","Owen County",21575
"758",18,121,"Indiana","Parke County",17339
"759",18,123,"Indiana","Perry County",19338
"760",18,125,"Indiana","Pike County",12845
"761",18,127,"Indiana","Porter County",164343
"762",18,129,"Indiana","Posey County",25910
"763",18,131,"Indiana","Pulaski County",13402
"764",18,133,"Indiana","Putnam County",37963
"765",18,135,"Indiana","Randolph County",26171
"766",18,137,"Indiana","Ripley County",28818
"767",18,139,"Indiana","Rush County",17392
"768",18,141,"Indiana","St. Joseph County",266931
"769",18,143,"Indiana","Scott County",24181
"770",18,145,"Indiana","Shelby County",44436
"771",18,147,"Indiana","Spencer County",20952
"772",18,149,"Indiana","Starke County",23363
"773",18,151,"Indiana","Steuben County",34185
"774",18,153,"Indiana","Sullivan County",21475
"775",18,155,"Indiana","Switzerland County",10613
"776",18,157,"Indiana","Tippecanoe County",172780
"777",18,159,"Indiana","Tipton County",15936
"778",18,161,"Indiana","Union County",7516
"779",18,163,"Indiana","Vanderburgh County",179703
"780",18,165,"Indiana","Vermillion County",16212
"781",18,167,"Indiana","Vigo County",107848
"782",18,169,"Indiana","Wabash County",32888
"783",18,171,"Indiana","Warren County",8508
"784",18,173,"Indiana","Warrick County",59689
"785",18,175,"Indiana","Washington County",28262
"786",18,177,"Indiana","Wayne County",68917
"787",18,179,"Indiana","Wells County",27636
"788",18,181,"Indiana","White County",24643
"789",18,183,"Indiana","Whitley County",33292
"790",19,1,"Iowa","Adair County",7682
"791",19,3,"Iowa","Adams County",4029
"792",19,5,"Iowa","Allamakee County",14330
"793",19,7,"Iowa","Appanoose County",12887
"794",19,9,"Iowa","Audubon County",6119
"795",19,11,"Iowa","Benton County",26076
"796",19,13,"Iowa","Black Hawk County",131090
"797",19,15,"Iowa","Boone County",26306
"798",19,17,"Iowa","Bremer County",24276
"799",19,19,"Iowa","Buchanan County",20958
"800",19,21,"Iowa","Buena Vista County",20260
"801",19,23,"Iowa","Butler County",14867
"802",19,25,"Iowa","Calhoun County",9670
"803",19,27,"Iowa","Carroll County",20816
"804",19,29,"Iowa","Cass County",13956
"805",19,31,"Iowa","Cedar County",18499
"806",19,33,"Iowa","Cerro Gordo County",44151
"807",19,35,"Iowa","Cherokee County",12072
"808",19,37,"Iowa","Chickasaw County",12439
"809",19,39,"Iowa","Clarke County",9286
"810",19,41,"Iowa","Clay County",16667
"811",19,43,"Iowa","Clayton County",18129
"812",19,45,"Iowa","Clinton County",49116
"813",19,47,"Iowa","Crawford County",17096
"814",19,49,"Iowa","Dallas County",66135
"815",19,51,"Iowa","Davis County",8753
"816",19,53,"Iowa","Decatur County",8457
"817",19,55,"Iowa","Delaware County",17764
"818",19,57,"Iowa","Des Moines County",40325
"819",19,59,"Iowa","Dickinson County",16667
"820",19,61,"Iowa","Dubuque County",93653
"821",19,63,"Iowa","Emmet County",10302
"822",19,65,"Iowa","Fayette County",20880
"823",19,67,"Iowa","Floyd County",16303
"824",19,69,"Iowa","Franklin County",10680
"825",19,71,"Iowa","Fremont County",7441
"826",19,73,"Iowa","Greene County",9336
"827",19,75,"Iowa","Grundy County",12453
"828",19,77,"Iowa","Guthrie County",10954
"829",19,79,"Iowa","Hamilton County",15673
"830",19,81,"Iowa","Hancock County",11341
"831",19,83,"Iowa","Hardin County",17534
"832",19,85,"Iowa","Harrison County",14928
"833",19,87,"Iowa","Henry County",20145
"834",19,89,"Iowa","Howard County",9566
"835",19,91,"Iowa","Humboldt County",9815
"836",19,93,"Iowa","Ida County",7089
"837",19,95,"Iowa","Iowa County",16355
"838",19,97,"Iowa","Jackson County",19848
"839",19,99,"Iowa","Jasper County",36842
"840",19,101,"Iowa","Jefferson County",16843
"841",19,103,"Iowa","Johnson County",130882
"842",19,105,"Iowa","Jones County",20638
"843",19,107,"Iowa","Keokuk County",10511
"844",19,109,"Iowa","Kossuth County",15543
"845",19,111,"Iowa","Lee County",35862
"846",19,113,"Iowa","Linn County",211226
"847",19,115,"Iowa","Louisa County",11387
"848",19,117,"Iowa","Lucas County",8898
"849",19,119,"Iowa","Lyon County",11581
"850",19,121,"Iowa","Madison County",15679
"851",19,123,"Iowa","Mahaska County",22381
"852",19,125,"Iowa","Marion County",33309
"853",19,127,"Iowa","Marshall County",40648
"854",19,129,"Iowa","Mills County",15059
"855",19,131,"Iowa","Mitchell County",10776
"856",19,133,"Iowa","Monona County",9243
"857",19,135,"Iowa","Monroe County",7970
"858",19,137,"Iowa","Montgomery County",10740
"859",19,139,"Iowa","Muscatine County",42745
"860",19,141,"Iowa","O'Brien County",14398
"861",19,143,"Iowa","Osceola County",6462
"862",19,145,"Iowa","Page County",15932
"863",19,147,"Iowa","Palo Alto County",9421
"864",19,149,"Iowa","Plymouth County",24986
"865",19,151,"Iowa","Pocahontas County",7310
"866",19,153,"Iowa","Polk County",430640
"867",19,155,"Iowa","Pottawattamie County",93158
"868",19,157,"Iowa","Poweshiek County",18914
"869",19,159,"Iowa","Ringgold County",5131
"870",19,161,"Iowa","Sac County",10350
"871",19,163,"Iowa","Scott County",165224
"872",19,165,"Iowa","Shelby County",12167
"873",19,167,"Iowa","Sioux County",33704
"874",19,169,"Iowa","Story County",89542
"875",19,171,"Iowa","Tama County",17767
"876",19,173,"Iowa","Taylor County",6317
"877",19,175,"Iowa","Union County",12534
"878",19,177,"Iowa","Van Buren County",7570
"879",19,179,"Iowa","Wapello County",35625
"880",19,181,"Iowa","Warren County",46225
"881",19,183,"Iowa","Washington County",21704
"882",19,185,"Iowa","Wayne County",6403
"883",19,187,"Iowa","Webster County",38013
"884",19,189,"Iowa","Winnebago County",10866
"885",19,191,"Iowa","Winneshiek County",21056
"886",19,193,"Iowa","Woodbury County",102172
"887",19,195,"Iowa","Worth County",7598
"888",19,197,"Iowa","Wright County",13229
"889",20,1,"Kansas","Allen County",13371
"890",20,3,"Kansas","Anderson County",8102
"891",20,5,"Kansas","Atchison County",16924
"892",20,7,"Kansas","Barber County",4861
"893",20,9,"Kansas","Barton County",27674
"894",20,11,"Kansas","Bourbon County",15173
"895",20,13,"Kansas","Brown County",9984
"896",20,15,"Kansas","Butler County",65880
"897",20,17,"Kansas","Chase County",2790
"898",20,19,"Kansas","Chautauqua County",3669
"899",20,21,"Kansas","Cherokee County",21603
"900",20,23,"Kansas","Cheyenne County",2726
"901",20,25,"Kansas","Clark County",2215
"902",20,27,"Kansas","Clay County",8535
"903",20,29,"Kansas","Cloud County",9533
"904",20,31,"Kansas","Coffey County",8601
"905",20,33,"Kansas","Comanche County",1891
"906",20,35,"Kansas","Cowley County",36311
"907",20,37,"Kansas","Crawford County",39134
"908",20,39,"Kansas","Decatur County",2961
"909",20,41,"Kansas","Dickinson County",19754
"910",20,43,"Kansas","Doniphan County",7945
"911",20,45,"Kansas","Douglas County",110826
"912",20,47,"Kansas","Edwards County",3037
"913",20,49,"Kansas","Elk County",2882
"914",20,51,"Kansas","Ellis County",28452
"915",20,53,"Kansas","Ellsworth County",6497
"916",20,55,"Kansas","Finney County",36776
"917",20,57,"Kansas","Ford County",33848
"918",20,59,"Kansas","Franklin County",25992
"919",20,61,"Kansas","Geary County",34362
"920",20,63,"Kansas","Gove County",2695
"921",20,65,"Kansas","Graham County",2597
"922",20,67,"Kansas","Grant County",7829
"923",20,69,"Kansas","Gray County",6006
"924",20,71,"Kansas","Greeley County",1247
"925",20,73,"Kansas","Greenwood County",6689
"926",20,75,"Kansas","Hamilton County",2690
"927",20,77,"Kansas","Harper County",6034
"928",20,79,"Kansas","Harvey County",34684
"929",20,81,"Kansas","Haskell County",4256
"930",20,83,"Kansas","Hodgeman County",1916
"931",20,85,"Kansas","Jackson County",13462
"932",20,87,"Kansas","Jefferson County",19126
"933",20,89,"Kansas","Jewell County",3077
"934",20,91,"Kansas","Johnson County",544179
"935",20,93,"Kansas","Kearny County",3977
"936",20,95,"Kansas","Kingman County",7858
"937",20,97,"Kansas","Kiowa County",2553
"938",20,99,"Kansas","Labette County",21607
"939",20,101,"Kansas","Lane County",1750
"940",20,103,"Kansas","Leavenworth County",76227
"941",20,105,"Kansas","Lincoln County",3241
"942",20,107,"Kansas","Linn County",9656
"943",20,109,"Kansas","Logan County",2756
"944",20,111,"Kansas","Lyon County",33690
"945",20,113,"Kansas","McPherson County",29180
"946",20,115,"Kansas","Marion County",12660
"947",20,117,"Kansas","Marshall County",10117
"948",20,119,"Kansas","Meade County",4575
"949",20,121,"Kansas","Miami County",32787
"950",20,123,"Kansas","Mitchell County",6373
"951",20,125,"Kansas","Montgomery County",35471
"952",20,127,"Kansas","Morris County",5923
"953",20,129,"Kansas","Morton County",3233
"954",20,131,"Kansas","Nemaha County",10178
"955",20,133,"Kansas","Neosho County",16512
"956",20,135,"Kansas","Ness County",3107
"957",20,137,"Kansas","Norton County",5671
"958",20,139,"Kansas","Osage County",16295
"959",20,141,"Kansas","Osborne County",3858
"960",20,143,"Kansas","Ottawa County",6091
"961",20,145,"Kansas","Pawnee County",6973
"962",20,147,"Kansas","Phillips County",5642
"963",20,149,"Kansas","Pottawatomie County",21604
"964",20,151,"Kansas","Pratt County",9656
"965",20,153,"Kansas","Rawlins County",2519
"966",20,155,"Kansas","Reno County",64511
"967",20,157,"Kansas","Republic County",4980
"968",20,159,"Kansas","Rice County",10083
"969",20,161,"Kansas","Riley County",71115
"970",20,163,"Kansas","Rooks County",5181
"971",20,165,"Kansas","Rush County",3307
"972",20,167,"Kansas","Russell County",6970
"973",20,169,"Kansas","Saline County",55606
"974",20,171,"Kansas","Scott County",4936
"975",20,173,"Kansas","Sedgwick County",498365
"976",20,175,"Kansas","Seward County",22952
"977",20,177,"Kansas","Shawnee County",177934
"978",20,179,"Kansas","Sheridan County",2556
"979",20,181,"Kansas","Sherman County",6010
"980",20,183,"Kansas","Smith County",3853
"981",20,185,"Kansas","Stafford County",4437
"982",20,187,"Kansas","Stanton County",2235
"983",20,189,"Kansas","Stevens County",5724
"984",20,191,"Kansas","Sumner County",24132
"985",20,193,"Kansas","Thomas County",7900
"986",20,195,"Kansas","Trego County",3001
"987",20,197,"Kansas","Wabaunsee County",7053
"988",20,199,"Kansas","Wallace County",1485
"989",20,201,"Kansas","Washington County",5799
"990",20,203,"Kansas","Wichita County",2234
"991",20,205,"Kansas","Wilson County",9409
"992",20,207,"Kansas","Woodson County",3309
"993",20,209,"Kansas","Wyandotte County",157505
"994",21,1,"Kentucky","Adair County",18656
"995",21,3,"Kentucky","Allen County",19956
"996",21,5,"Kentucky","Anderson County",21421
"997",21,7,"Kentucky","Ballard County",8249
"998",21,9,"Kentucky","Barren County",42173
"999",21,11,"Kentucky","Bath County",11591
"1000",21,13,"Kentucky","Bell County",28691
"1001",21,15,"Kentucky","Boone County",118811
"1002",21,17,"Kentucky","Bourbon County",19985
"1003",21,19,"Kentucky","Boyd County",49542
"1004",21,21,"Kentucky","Boyle County",28432
"1005",21,23,"Kentucky","Bracken County",8488
"1006",21,25,"Kentucky","Breathitt County",13878
"1007",21,27,"Kentucky","Breckinridge County",20059
"1008",21,29,"Kentucky","Bullitt County",74319
"1009",21,31,"Kentucky","Butler County",12690
"1010",21,33,"Kentucky","Caldwell County",12984
"1011",21,35,"Kentucky","Calloway County",37191
"1012",21,37,"Kentucky","Campbell County",90336
"1013",21,39,"Kentucky","Carlisle County",5104
"1014",21,41,"Kentucky","Carroll County",10811
"1015",21,43,"Kentucky","Carter County",27720
"1016",21,45,"Kentucky","Casey County",15955
"1017",21,47,"Kentucky","Christian County",73955
"1018",21,49,"Kentucky","Clark County",35613
"1019",21,51,"Kentucky","Clay County",21730
"1020",21,53,"Kentucky","Clinton County",10272
"1021",21,55,"Kentucky","Crittenden County",9315
"1022",21,57,"Kentucky","Cumberland County",6856
"1023",21,59,"Kentucky","Daviess County",96656
"1024",21,61,"Kentucky","Edmonson County",12161
"1025",21,63,"Kentucky","Elliott County",7852
"1026",21,65,"Kentucky","Estill County",14672
"1027",21,67,"Kentucky","Fayette County",295803
"1028",21,69,"Kentucky","Fleming County",14348
"1029",21,71,"Kentucky","Floyd County",39451
"1030",21,73,"Kentucky","Franklin County",49285
"1031",21,75,"Kentucky","Fulton County",6813
"1032",21,77,"Kentucky","Gallatin County",8589
"1033",21,79,"Kentucky","Garrard County",16912
"1034",21,81,"Kentucky","Grant County",24662
"1035",21,83,"Kentucky","Graves County",37121
"1036",21,85,"Kentucky","Grayson County",25746
"1037",21,87,"Kentucky","Green County",11258
"1038",21,89,"Kentucky","Greenup County",36910
"1039",21,91,"Kentucky","Hancock County",8565
"1040",21,93,"Kentucky","Hardin County",105543
"1041",21,95,"Kentucky","Harlan County",29278
"1042",21,97,"Kentucky","Harrison County",18846
"1043",21,99,"Kentucky","Hart County",18199
"1044",21,101,"Kentucky","Henderson County",46250
"1045",21,103,"Kentucky","Henry County",15416
"1046",21,105,"Kentucky","Hickman County",4902
"1047",21,107,"Kentucky","Hopkins County",46920
"1048",21,109,"Kentucky","Jackson County",13494
"1049",21,111,"Kentucky","Jefferson County",741096
"1050",21,113,"Kentucky","Jessamine County",48586
"1051",21,115,"Kentucky","Johnson County",23356
"1052",21,117,"Kentucky","Kenton County",159720
"1053",21,119,"Kentucky","Knott County",16346
"1054",21,121,"Kentucky","Knox County",31883
"1055",21,123,"Kentucky","Larue County",14193
"1056",21,125,"Kentucky","Laurel County",58849
"1057",21,127,"Kentucky","Lawrence County",15860
"1058",21,129,"Kentucky","Lee County",7887
"1059",21,131,"Kentucky","Leslie County",11310
"1060",21,133,"Kentucky","Letcher County",24519
"1061",21,135,"Kentucky","Lewis County",13870
"1062",21,137,"Kentucky","Lincoln County",24742
"1063",21,139,"Kentucky","Livingston County",9519
"1064",21,141,"Kentucky","Logan County",26835
"1065",21,143,"Kentucky","Lyon County",8314
"1066",21,145,"Kentucky","McCracken County",65565
"1067",21,147,"Kentucky","McCreary County",18306
"1068",21,149,"Kentucky","McLean County",9531
"1069",21,151,"Kentucky","Madison County",82916
"1070",21,153,"Kentucky","Magoffin County",13333
"1071",21,155,"Kentucky","Marion County",19820
"1072",21,157,"Kentucky","Marshall County",31448
"1073",21,159,"Kentucky","Martin County",12929
"1074",21,161,"Kentucky","Mason County",17490
"1075",21,163,"Kentucky","Meade County",28602
"1076",21,165,"Kentucky","Menifee County",6306
"1077",21,167,"Kentucky","Mercer County",21331
"1078",21,169,"Kentucky","Metcalfe County",10099
"1079",21,171,"Kentucky","Monroe County",10963
"1080",21,173,"Kentucky","Montgomery County",26499
"1081",21,175,"Kentucky","Morgan County",13923
"1082",21,177,"Kentucky","Muhlenberg County",31499
"1083",21,179,"Kentucky","Nelson County",43437
"1084",21,181,"Kentucky","Nicholas County",7135
"1085",21,183,"Kentucky","Ohio County",23842
"1086",21,185,"Kentucky","Oldham County",60316
"1087",21,187,"Kentucky","Owen County",10841
"1088",21,189,"Kentucky","Owsley County",4755
"1089",21,191,"Kentucky","Pendleton County",14877
"1090",21,193,"Kentucky","Perry County",28712
"1091",21,195,"Kentucky","Pike County",65024
"1092",21,197,"Kentucky","Powell County",12613
"1093",21,199,"Kentucky","Pulaski County",63063
"1094",21,201,"Kentucky","Robertson County",2282
"1095",21,203,"Kentucky","Rockcastle County",17056
"1096",21,205,"Kentucky","Rowan County",23333
"1097",21,207,"Kentucky","Russell County",17565
"1098",21,209,"Kentucky","Scott County",47173
"1099",21,211,"Kentucky","Shelby County",42074
"1100",21,213,"Kentucky","Simpson County",17327
"1101",21,215,"Kentucky","Spencer County",17061
"1102",21,217,"Kentucky","Taylor County",24512
"1103",21,219,"Kentucky","Todd County",12460
"1104",21,221,"Kentucky","Trigg County",14339
"1105",21,223,"Kentucky","Trimble County",8809
"1106",21,225,"Kentucky","Union County",15007
"1107",21,227,"Kentucky","Warren County",113792
"1108",21,229,"Kentucky","Washington County",11717
"1109",21,231,"Kentucky","Wayne County",20813
"1110",21,233,"Kentucky","Webster County",13621
"1111",21,235,"Kentucky","Whitley County",35637
"1112",21,237,"Kentucky","Wolfe County",7355
"1113",21,239,"Kentucky","Woodford County",24939
"1114",22,1,"Louisiana","Acadia Parish",61773
"1115",22,3,"Louisiana","Allen Parish",25764
"1116",22,5,"Louisiana","Ascension Parish",107215
"1117",22,7,"Louisiana","Assumption Parish",23421
"1118",22,9,"Louisiana","Avoyelles Parish",42073
"1119",22,11,"Louisiana","Beauregard Parish",35654
"1120",22,13,"Louisiana","Bienville Parish",14353
"1121",22,15,"Louisiana","Bossier Parish",116979
"1122",22,17,"Louisiana","Caddo Parish",254969
"1123",22,19,"Louisiana","Calcasieu Parish",192768
"1124",22,21,"Louisiana","Caldwell Parish",10132
"1125",22,23,"Louisiana","Cameron Parish",6839
"1126",22,25,"Louisiana","Catahoula Parish",10407
"1127",22,27,"Louisiana","Claiborne Parish",17195
"1128",22,29,"Louisiana","Concordia Parish",20822
"1129",22,31,"Louisiana","De Soto Parish",26656
"1130",22,33,"Louisiana","East Baton Rouge Parish",440171
"1131",22,35,"Louisiana","East Carroll Parish",7759
"1132",22,37,"Louisiana","East Feliciana Parish",20267
"1133",22,39,"Louisiana","Evangeline Parish",33984
"1134",22,41,"Louisiana","Franklin Parish",20767
"1135",22,43,"Louisiana","Grant Parish",22309
"1136",22,45,"Louisiana","Iberia Parish",73240
"1137",22,47,"Louisiana","Iberville Parish",33387
"1138",22,49,"Louisiana","Jackson Parish",16274
"1139",22,51,"Louisiana","Jefferson Parish",432552
"1140",22,53,"Louisiana","Jefferson Davis Parish",31594
"1141",22,55,"Louisiana","Lafayette Parish",221578
"1142",22,57,"Louisiana","Lafourche Parish",96318
"1143",22,59,"Louisiana","La Salle Parish",14890
"1144",22,61,"Louisiana","Lincoln Parish",46735
"1145",22,63,"Louisiana","Livingston Parish",128026
"1146",22,65,"Louisiana","Madison Parish",12093
"1147",22,67,"Louisiana","Morehouse Parish",27979
"1148",22,69,"Louisiana","Natchitoches Parish",39566
"1149",22,71,"Louisiana","Orleans Parish",343829
"1150",22,73,"Louisiana","Ouachita Parish",153720
"1151",22,75,"Louisiana","Plaquemines Parish",23042
"1152",22,77,"Louisiana","Pointe Coupee Parish",22802
"1153",22,79,"Louisiana","Rapides Parish",131613
"1154",22,81,"Louisiana","Red River Parish",9091
"1155",22,83,"Louisiana","Richland Parish",20725
"1156",22,85,"Louisiana","Sabine Parish",24233
"1157",22,87,"Louisiana","St. Bernard Parish",35897
"1158",22,89,"Louisiana","St. Charles Parish",52780
"1159",22,91,"Louisiana","St. Helena Parish",11203
"1160",22,93,"Louisiana","St. James Parish",22102
"1161",22,95,"Louisiana","St. John the Baptist Parish",45924
"1162",22,97,"Louisiana","St. Landry Parish",83384
"1163",22,99,"Louisiana","St. Martin Parish",52160
"1164",22,101,"Louisiana","St. Mary Parish",54650
"1165",22,103,"Louisiana","St. Tammany Parish",233740
"1166",22,105,"Louisiana","Tangipahoa Parish",121097
"1167",22,107,"Louisiana","Tensas Parish",5252
"1168",22,109,"Louisiana","Terrebonne Parish",111860
"1169",22,111,"Louisiana","Union Parish",22721
"1170",22,113,"Louisiana","Vermilion Parish",57999
"1171",22,115,"Louisiana","Vernon Parish",52334
"1172",22,117,"Louisiana","Washington Parish",47168
"1173",22,119,"Louisiana","Webster Parish",41207
"1174",22,121,"Louisiana","West Baton Rouge Parish",23788
"1175",22,123,"Louisiana","West Carroll Parish",11604
"1176",22,125,"Louisiana","West Feliciana Parish",15625
"1177",22,127,"Louisiana","Winn Parish",15313
"1178",23,1,"Maine","Androscoggin County",107702
"1179",23,3,"Maine","Aroostook County",71870
"1180",23,5,"Maine","Cumberland County",281674
"1181",23,7,"Maine","Franklin County",30768
"1182",23,9,"Maine","Hancock County",54418
"1183",23,11,"Maine","Kennebec County",122151
"1184",23,13,"Maine","Knox County",39736
"1185",23,15,"Maine","Lincoln County",34457
"1186",23,17,"Maine","Oxford County",57833
"1187",23,19,"Maine","Penobscot County",153923
"1188",23,21,"Maine","Piscataquis County",17535
"1189",23,23,"Maine","Sagadahoc County",35293
"1190",23,25,"Maine","Somerset County",52228
"1191",23,27,"Maine","Waldo County",38786
"1192",23,29,"Maine","Washington County",32856
"1193",23,31,"Maine","York County",197131
"1194",24,1,"Maryland","Allegany County",75087
"1195",24,3,"Maryland","Anne Arundel County",537656
"1196",24,5,"Maryland","Baltimore County",805029
"1197",24,9,"Maryland","Calvert County",88737
"1198",24,11,"Maryland","Caroline County",33066
"1199",24,13,"Maryland","Carroll County",167134
"1200",24,15,"Maryland","Cecil County",101108
"1201",24,17,"Maryland","Charles County",146551
"1202",24,19,"Maryland","Dorchester County",32618
"1203",24,21,"Maryland","Frederick County",233385
"1204",24,23,"Maryland","Garrett County",30097
"1205",24,25,"Maryland","Harford County",244826
"1206",24,27,"Maryland","Howard County",287085
"1207",24,29,"Maryland","Kent County",20197
"1208",24,31,"Maryland","Montgomery County",971777
"1209",24,33,"Maryland","Prince George's County",863420
"1210",24,35,"Maryland","Queen Anne's County",47798
"1211",24,37,"Maryland","St. Mary's County",105151
"1212",24,39,"Maryland","Somerset County",26470
"1213",24,41,"Maryland","Talbot County",37782
"1214",24,43,"Maryland","Washington County",147430
"1215",24,45,"Maryland","Wicomico County",98733
"1216",24,47,"Maryland","Worcester County",51454
"1217",24,510,"Maryland","Baltimore city",620961
"1218",25,1,"Massachusetts","Barnstable County",215888
"1219",25,3,"Massachusetts","Berkshire County",131219
"1220",25,5,"Massachusetts","Bristol County",548285
"1221",25,7,"Massachusetts","Dukes County",16535
"1222",25,9,"Massachusetts","Essex County",743159
"1223",25,11,"Massachusetts","Franklin County",71372
"1224",25,13,"Massachusetts","Hampden County",463490
"1225",25,15,"Massachusetts","Hampshire County",158080
"1226",25,17,"Massachusetts","Middlesex County",1503085
"1227",25,19,"Massachusetts","Nantucket County",10172
"1228",25,21,"Massachusetts","Norfolk County",670850
"1229",25,23,"Massachusetts","Plymouth County",494919
"1230",25,25,"Massachusetts","Suffolk County",722023
"1231",25,27,"Massachusetts","Worcester County",798552
"1232",26,1,"Michigan","Alcona County",10942
"1233",26,3,"Michigan","Alger County",9601
"1234",26,5,"Michigan","Allegan County",111408
"1235",26,7,"Michigan","Alpena County",29598
"1236",26,9,"Michigan","Antrim County",23580
"1237",26,11,"Michigan","Arenac County",15899
"1238",26,13,"Michigan","Baraga County",8860
"1239",26,15,"Michigan","Barry County",59173
