"","STATE","STNAME","AGEGRP","RACE","ESTIM","MR","NUM_DIFF","EOC","COVERAGE"
"1902",30,"Montana",8,"A_AIC",706,669,-37,-5.38,"undercount"
"1903",30,"Montana",8,"NHPI_A",52,57,5,9.17,"overcount"
"1904",30,"Montana",8,"NHPI_AIC",93,94,1,1.07,"overcount"
"1905",30,"Montana",9,"A_A",480,471,-9,-1.89,"undercount"
"1906",30,"Montana",9,"A_AIC",599,591,-8,-1.34,"undercount"
"1907",30,"Montana",9,"NHPI_A",56,42,-14,-28.57,"undercount"
"1908",30,"Montana",9,"NHPI_AIC",83,85,2,2.38,"overcount"
"1909",30,"Montana",10,"A_A",378,444,66,16.06,"overcount"
"1910",30,"Montana",10,"A_AIC",525,583,58,10.47,"overcount"
"1911",30,"Montana",10,"NHPI_A",39,51,12,26.67,"overcount"
"1912",30,"Montana",10,"NHPI_AIC",95,89,-6,-6.52,"undercount"
"1913",30,"Montana",11,"A_A",384,425,41,10.14,"overcount"
"1914",30,"Montana",11,"A_AIC",498,520,22,4.32,"overcount"
"1915",30,"Montana",11,"NHPI_A",43,44,1,2.3,"overcount"
"1916",30,"Montana",11,"NHPI_AIC",91,71,-20,-24.69,"undercount"
"1917",30,"Montana",12,"A_A",334,358,24,6.94,"overcount"
"1918",30,"Montana",12,"A_AIC",416,442,26,6.06,"overcount"
"1919",30,"Montana",12,"NHPI_A",32,28,-4,-13.33,"undercount"
"1920",30,"Montana",12,"NHPI_AIC",56,65,9,14.88,"overcount"
"1921",30,"Montana",13,"A_A",258,310,52,18.31,"overcount"
"1922",30,"Montana",13,"A_AIC",316,335,19,5.84,"overcount"
"1923",30,"Montana",13,"NHPI_A",28,29,1,3.51,"overcount"
"1924",30,"Montana",13,"NHPI_AIC",45,50,5,10.53,"overcount"
"1925",30,"Montana",14,"A_A",129,150,21,15.05,"overcount"
"1926",30,"Montana",14,"A_AIC",155,159,4,2.55,"overcount"
"1927",30,"Montana",14,"NHPI_A",29,23,-6,-23.08,"undercount"
"1928",30,"Montana",14,"NHPI_AIC",44,27,-17,-47.89,"undercount"
"1929",30,"Montana",15,"A_A",121,111,-10,-8.62,"undercount"
"1930",30,"Montana",15,"A_AIC",158,120,-38,-27.34,"undercount"
"1931",30,"Montana",15,"NHPI_A",19,17,-2,-11.11,"undercount"
"1932",30,"Montana",15,"NHPI_AIC",29,10,-19,-97.44,"undercount"
"1933",30,"Montana",16,"A_A",121,96,-25,-23.04,"undercount"
"1934",30,"Montana",16,"A_AIC",136,53,-83,-87.83,"undercount"
"1935",30,"Montana",16,"NHPI_A",18,6,-12,-100,"undercount"
"1936",30,"Montana",16,"NHPI_AIC",23,6,-17,-117.24,"undercount"
"1937",30,"Montana",17,"A_A",58,61,3,5.04,"overcount"
"1938",30,"Montana",17,"A_AIC",79,31,-48,-87.27,"undercount"
"1939",30,"Montana",17,"NHPI_A",10,2,-8,-133.33,"undercount"
"1940",30,"Montana",17,"NHPI_AIC",22,4,-18,-138.46,"undercount"
"1941",30,"Montana",18,"A_A",71,50,-21,-34.71,"undercount"
"1942",30,"Montana",18,"A_AIC",86,37,-49,-79.67,"undercount"
"1943",30,"Montana",18,"NHPI_A",17,1,-16,-177.78,"undercount"
"1944",30,"Montana",18,"NHPI_AIC",27,8,-19,-108.57,"undercount"
"1945",31,"Nebraska",1,"A_A",3122,2669,-453,-15.64,"undercount"
"1946",31,"Nebraska",1,"A_AIC",4413,4215,-198,-4.59,"undercount"
"1947",31,"Nebraska",1,"NHPI_A",214,258,44,18.64,"overcount"
"1948",31,"Nebraska",1,"NHPI_AIC",394,481,87,19.89,"overcount"
"1949",31,"Nebraska",2,"A_A",2784,2747,-37,-1.34,"undercount"
"1950",31,"Nebraska",2,"A_AIC",3802,3928,126,3.26,"overcount"
"1951",31,"Nebraska",2,"NHPI_A",187,206,19,9.67,"overcount"
"1952",31,"Nebraska",2,"NHPI_AIC",324,321,-3,-0.93,"undercount"
"1953",31,"Nebraska",3,"A_A",2269,2272,3,0.13,"overcount"
"1954",31,"Nebraska",3,"A_AIC",3143,3272,129,4.02,"overcount"
"1955",31,"Nebraska",3,"NHPI_A",171,162,-9,-5.41,"undercount"
"1956",31,"Nebraska",3,"NHPI_AIC",284,303,19,6.47,"overcount"
"1957",31,"Nebraska",4,"A_A",2237,2448,211,9.01,"overcount"
"1958",31,"Nebraska",4,"A_AIC",3012,3292,280,8.88,"overcount"
"1959",31,"Nebraska",4,"NHPI_A",180,174,-6,-3.39,"undercount"
"1960",31,"Nebraska",4,"NHPI_AIC",326,308,-18,-5.68,"undercount"
"1961",31,"Nebraska",5,"A_A",2551,3407,856,28.73,"overcount"
"1962",31,"Nebraska",5,"A_AIC",3234,4143,909,24.64,"overcount"
"1963",31,"Nebraska",5,"NHPI_A",232,233,1,0.43,"overcount"
"1964",31,"Nebraska",5,"NHPI_AIC",374,350,-24,-6.63,"undercount"
"1965",31,"Nebraska",6,"A_A",2831,3620,789,24.46,"overcount"
"1966",31,"Nebraska",6,"A_AIC",3432,4230,798,20.83,"overcount"
"1967",31,"Nebraska",6,"NHPI_A",162,210,48,25.81,"overcount"
"1968",31,"Nebraska",6,"NHPI_AIC",276,297,21,7.33,"overcount"
"1969",31,"Nebraska",7,"A_A",2621,3062,441,15.52,"overcount"
"1970",31,"Nebraska",7,"A_AIC",3054,3521,467,14.21,"overcount"
"1971",31,"Nebraska",7,"NHPI_A",138,199,61,36.2,"overcount"
"1972",31,"Nebraska",7,"NHPI_AIC",226,273,47,18.84,"overcount"
"1973",31,"Nebraska",8,"A_A",3037,3021,-16,-0.53,"undercount"
"1974",31,"Nebraska",8,"A_AIC",3371,3419,48,1.41,"overcount"
"1975",31,"Nebraska",8,"NHPI_A",136,156,20,13.7,"overcount"
"1976",31,"Nebraska",8,"NHPI_AIC",189,209,20,10.05,"overcount"
"1977",31,"Nebraska",9,"A_A",2440,2481,41,1.67,"overcount"
"1978",31,"Nebraska",9,"A_AIC",2718,2738,20,0.73,"overcount"
"1979",31,"Nebraska",9,"NHPI_A",99,111,12,11.43,"overcount"
"1980",31,"Nebraska",9,"NHPI_AIC",164,146,-18,-11.61,"undercount"
"1981",31,"Nebraska",10,"A_A",1741,1860,119,6.61,"overcount"
"1982",31,"Nebraska",10,"A_AIC",1964,2077,113,5.59,"overcount"
"1983",31,"Nebraska",10,"NHPI_A",69,100,31,36.69,"overcount"
"1984",31,"Nebraska",10,"NHPI_AIC",128,143,15,11.07,"overcount"
"1985",31,"Nebraska",11,"A_A",1457,1534,77,5.15,"overcount"
"1986",31,"Nebraska",11,"A_AIC",1642,1671,29,1.75,"overcount"
"1987",31,"Nebraska",11,"NHPI_A",68,92,24,30,"overcount"
"1988",31,"Nebraska",11,"NHPI_AIC",129,126,-3,-2.35,"undercount"
"1989",31,"Nebraska",12,"A_A",1225,1318,93,7.31,"overcount"
"1990",31,"Nebraska",12,"A_AIC",1353,1315,-38,-2.85,"undercount"
"1991",31,"Nebraska",12,"NHPI_A",52,62,10,17.54,"overcount"
"1992",31,"Nebraska",12,"NHPI_AIC",84,81,-3,-3.64,"undercount"
"1993",31,"Nebraska",13,"A_A",1095,1115,20,1.81,"overcount"
"1994",31,"Nebraska",13,"A_AIC",1181,1071,-110,-9.77,"undercount"
"1995",31,"Nebraska",13,"NHPI_A",46,39,-7,-16.47,"undercount"
"1996",31,"Nebraska",13,"NHPI_AIC",75,54,-21,-32.56,"undercount"
"1997",31,"Nebraska",14,"A_A",720,716,-4,-0.56,"undercount"
"1998",31,"Nebraska",14,"A_AIC",756,656,-100,-14.16,"undercount"
"1999",31,"Nebraska",14,"NHPI_A",37,24,-13,-42.62,"undercount"
"2000",31,"Nebraska",14,"NHPI_AIC",43,40,-3,-7.23,"undercount"
"2001",31,"Nebraska",15,"A_A",472,478,6,1.26,"overcount"
"2002",31,"Nebraska",15,"A_AIC",521,438,-83,-17.31,"undercount"
"2003",31,"Nebraska",15,"NHPI_A",14,22,8,44.44,"overcount"
"2004",31,"Nebraska",15,"NHPI_AIC",32,29,-3,-9.84,"undercount"
"2005",31,"Nebraska",16,"A_A",273,275,2,0.73,"overcount"
"2006",31,"Nebraska",16,"A_AIC",313,243,-70,-25.18,"undercount"
"2007",31,"Nebraska",16,"NHPI_A",6,7,1,15.38,"overcount"
"2008",31,"Nebraska",16,"NHPI_AIC",15,10,-5,-40,"undercount"
"2009",31,"Nebraska",17,"A_A",177,174,-3,-1.71,"undercount"
"2010",31,"Nebraska",17,"A_AIC",203,165,-38,-20.65,"undercount"
"2011",31,"Nebraska",17,"NHPI_A",9,4,-5,-76.92,"undercount"
"2012",31,"Nebraska",17,"NHPI_AIC",22,9,-13,-83.87,"undercount"
"2013",31,"Nebraska",18,"A_A",183,125,-58,-37.66,"undercount"
"2014",31,"Nebraska",18,"A_AIC",215,99,-116,-73.89,"undercount"
"2015",31,"Nebraska",18,"NHPI_A",13,2,-11,-146.67,"undercount"
"2016",31,"Nebraska",18,"NHPI_AIC",20,4,-16,-133.33,"undercount"
"2017",32,"Nevada",1,"A_A",11070,10420,-650,-6.05,"undercount"
"2018",32,"Nevada",1,"A_AIC",17073,18068,995,5.66,"overcount"
"2019",32,"Nevada",1,"NHPI_A",1435,1608,173,11.37,"overcount"
"2020",32,"Nevada",1,"NHPI_AIC",3144,3901,757,21.49,"overcount"
"2021",32,"Nevada",2,"A_A",11236,11354,118,1.04,"overcount"
"2022",32,"Nevada",2,"A_AIC",16632,17801,1169,6.79,"overcount"
"2023",32,"Nevada",2,"NHPI_A",1421,1623,202,13.27,"overcount"
"2024",32,"Nevada",2,"NHPI_AIC",3156,3607,451,13.34,"overcount"
"2025",32,"Nevada",3,"A_A",9555,12088,2533,23.41,"overcount"
"2026",32,"Nevada",3,"A_AIC",13432,17681,4249,27.31,"overcount"
"2027",32,"Nevada",3,"NHPI_A",1126,1512,386,29.26,"overcount"
"2028",32,"Nevada",3,"NHPI_AIC",2380,3177,797,28.68,"overcount"
"2029",32,"Nevada",4,"A_A",9010,12441,3431,31.99,"overcount"
"2030",32,"Nevada",4,"A_AIC",12052,17086,5034,34.55,"overcount"
"2031",32,"Nevada",4,"NHPI_A",1023,1554,531,41.21,"overcount"
"2032",32,"Nevada",4,"NHPI_AIC",2007,3089,1082,42.46,"overcount"
"2033",32,"Nevada",5,"A_A",9600,13401,3801,33.05,"overcount"
"2034",32,"Nevada",5,"A_AIC",12258,17266,5008,33.92,"overcount"
"2035",32,"Nevada",5,"NHPI_A",1053,1756,703,50.05,"overcount"
"2036",32,"Nevada",5,"NHPI_AIC",1940,3106,1166,46.21,"overcount"
"2037",32,"Nevada",6,"A_A",13415,15450,2035,14.1,"overcount"
"2038",32,"Nevada",6,"A_AIC",16323,19328,3005,16.86,"overcount"
"2039",32,"Nevada",6,"NHPI_A",1235,1898,663,42.32,"overcount"
"2040",32,"Nevada",6,"NHPI_AIC",2281,3243,962,34.83,"overcount"
"2041",32,"Nevada",7,"A_A",15111,15925,814,5.25,"overcount"
"2042",32,"Nevada",7,"A_AIC",17495,19337,1842,10,"overcount"
"2043",32,"Nevada",7,"NHPI_A",1366,1747,381,24.48,"overcount"
"2044",32,"Nevada",7,"NHPI_AIC",2429,2918,489,18.29,"overcount"
"2045",32,"Nevada",8,"A_A",15792,17237,1445,8.75,"overcount"
"2046",32,"Nevada",8,"A_AIC",17741,20060,2319,12.27,"overcount"
"2047",32,"Nevada",8,"NHPI_A",1144,1510,366,27.58,"overcount"
"2048",32,"Nevada",8,"NHPI_AIC",1906,2479,573,26.13,"overcount"
"2049",32,"Nevada",9,"A_A",14676,16505,1829,11.73,"overcount"
"2050",32,"Nevada",9,"A_AIC",16146,18626,2480,14.26,"overcount"
"2051",32,"Nevada",9,"NHPI_A",1076,1302,226,19.01,"overcount"
"2052",32,"Nevada",9,"NHPI_AIC",1785,2163,378,19.15,"overcount"
"2053",32,"Nevada",10,"A_A",13881,15941,2060,13.82,"overcount"
"2054",32,"Nevada",10,"A_AIC",15248,17641,2393,14.55,"overcount"
"2055",32,"Nevada",10,"NHPI_A",909,1230,321,30.01,"overcount"
"2056",32,"Nevada",10,"NHPI_AIC",1606,1986,380,21.16,"overcount"
"2057",32,"Nevada",11,"A_A",12919,14927,2008,14.42,"overcount"
"2058",32,"Nevada",11,"A_AIC",14112,16281,2169,14.27,"overcount"
"2059",32,"Nevada",11,"NHPI_A",810,948,138,15.7,"overcount"
"2060",32,"Nevada",11,"NHPI_AIC",1415,1555,140,9.43,"overcount"
"2061",32,"Nevada",12,"A_A",12034,13670,1636,12.73,"overcount"
"2062",32,"Nevada",12,"A_AIC",12925,14686,1761,12.76,"overcount"
"2063",32,"Nevada",12,"NHPI_A",668,828,160,21.39,"overcount"
"2064",32,"Nevada",12,"NHPI_AIC",1133,1288,155,12.8,"overcount"
"2065",32,"Nevada",13,"A_A",10669,12042,1373,12.09,"overcount"
"2066",32,"Nevada",13,"A_AIC",11354,12831,1477,12.21,"overcount"
"2067",32,"Nevada",13,"NHPI_A",532,665,133,22.22,"overcount"
"2068",32,"Nevada",13,"NHPI_AIC",905,1062,157,15.96,"overcount"
"2069",32,"Nevada",14,"A_A",7581,8622,1041,12.85,"overcount"
"2070",32,"Nevada",14,"A_AIC",8046,9149,1103,12.83,"overcount"
"2071",32,"Nevada",14,"NHPI_A",417,492,75,16.5,"overcount"
"2072",32,"Nevada",14,"NHPI_AIC",666,797,131,17.91,"overcount"
"2073",32,"Nevada",15,"A_A",5654,6181,527,8.91,"overcount"
"2074",32,"Nevada",15,"A_AIC",5969,6536,567,9.07,"overcount"
"2075",32,"Nevada",15,"NHPI_A",262,319,57,19.62,"overcount"
"2076",32,"Nevada",15,"NHPI_AIC",453,491,38,8.05,"overcount"
"2077",32,"Nevada",16,"A_A",4001,3966,-35,-0.88,"undercount"
"2078",32,"Nevada",16,"A_AIC",4203,4198,-5,-0.12,"undercount"
"2079",32,"Nevada",16,"NHPI_A",183,156,-27,-15.93,"undercount"
"2080",32,"Nevada",16,"NHPI_AIC",276,256,-20,-7.52,"undercount"
"2081",32,"Nevada",17,"A_A",2407,2132,-275,-12.12,"undercount"
"2082",32,"Nevada",17,"A_AIC",2540,2231,-309,-12.95,"undercount"
"2083",32,"Nevada",17,"NHPI_A",81,100,19,20.99,"overcount"
"2084",32,"Nevada",17,"NHPI_AIC",144,156,12,8,"overcount"
"2085",32,"Nevada",18,"A_A",1689,1176,-513,-35.81,"undercount"
"2086",32,"Nevada",18,"A_AIC",1797,1250,-547,-35.9,"undercount"
"2087",32,"Nevada",18,"NHPI_A",56,59,3,5.22,"overcount"
"2088",32,"Nevada",18,"NHPI_AIC",91,94,3,3.24,"overcount"
"2089",33,"New Hampshire",1,"A_A",2380,2390,10,0.42,"overcount"
"2090",33,"New Hampshire",1,"A_AIC",3188,3479,291,8.73,"overcount"
"2091",33,"New Hampshire",1,"NHPI_A",52,36,-16,-36.36,"undercount"
"2092",33,"New Hampshire",1,"NHPI_AIC",110,111,1,0.9,"overcount"
"2093",33,"New Hampshire",2,"A_A",2296,2335,39,1.68,"overcount"
"2094",33,"New Hampshire",2,"A_AIC",3163,3287,124,3.84,"overcount"
"2095",33,"New Hampshire",2,"NHPI_A",55,36,-19,-41.76,"undercount"
"2096",33,"New Hampshire",2,"NHPI_AIC",123,106,-17,-14.85,"undercount"
"2097",33,"New Hampshire",3,"A_A",1771,1917,146,7.92,"overcount"
"2098",33,"New Hampshire",3,"A_AIC",2338,2741,403,15.87,"overcount"
"2099",33,"New Hampshire",3,"NHPI_A",43,40,-3,-7.23,"undercount"
"2100",33,"New Hampshire",3,"NHPI_AIC",77,120,43,43.65,"overcount"
"2101",33,"New Hampshire",4,"A_A",1466,1810,344,21,"overcount"
"2102",33,"New Hampshire",4,"A_AIC",2017,2518,501,22.09,"overcount"
"2103",33,"New Hampshire",4,"NHPI_A",44,50,6,12.77,"overcount"
"2104",33,"New Hampshire",4,"NHPI_AIC",124,119,-5,-4.12,"undercount"
"2105",33,"New Hampshire",5,"A_A",1683,2221,538,27.56,"overcount"
"2106",33,"New Hampshire",5,"A_AIC",2111,2694,583,24.27,"overcount"
"2107",33,"New Hampshire",5,"NHPI_A",65,60,-5,-8,"undercount"
"2108",33,"New Hampshire",5,"NHPI_AIC",123,111,-12,-10.26,"undercount"
"2109",33,"New Hampshire",6,"A_A",1944,2533,589,26.31,"overcount"
"2110",33,"New Hampshire",6,"A_AIC",2236,2860,624,24.49,"overcount"
"2111",33,"New Hampshire",6,"NHPI_A",51,35,-16,-37.21,"undercount"
"2112",33,"New Hampshire",6,"NHPI_AIC",94,87,-7,-7.73,"undercount"
"2113",33,"New Hampshire",7,"A_A",2536,2946,410,14.96,"overcount"
"2114",33,"New Hampshire",7,"A_AIC",2785,3246,461,15.29,"overcount"
"2115",33,"New Hampshire",7,"NHPI_A",71,32,-39,-75.73,"undercount"
"2116",33,"New Hampshire",7,"NHPI_AIC",104,70,-34,-39.08,"undercount"
"2117",33,"New Hampshire",8,"A_A",2919,3123,204,6.75,"overcount"
"2118",33,"New Hampshire",8,"A_AIC",3159,3394,235,7.17,"overcount"
"2119",33,"New Hampshire",8,"NHPI_A",49,48,-1,-2.06,"undercount"
"2120",33,"New Hampshire",8,"NHPI_AIC",76,108,32,34.78,"overcount"
"2121",33,"New Hampshire",9,"A_A",2274,2434,160,6.8,"overcount"
"2122",33,"New Hampshire",9,"A_AIC",2481,2680,199,7.71,"overcount"
"2123",33,"New Hampshire",9,"NHPI_A",34,41,7,18.67,"overcount"
"2124",33,"New Hampshire",9,"NHPI_AIC",80,85,5,6.06,"overcount"
"2125",33,"New Hampshire",10,"A_A",1817,1992,175,9.19,"overcount"
"2126",33,"New Hampshire",10,"A_AIC",1989,2207,218,10.39,"overcount"
"2127",33,"New Hampshire",10,"NHPI_A",51,54,3,5.71,"overcount"
"2128",33,"New Hampshire",10,"NHPI_AIC",98,96,-2,-2.06,"undercount"
"2129",33,"New Hampshire",11,"A_A",1442,1526,84,5.66,"overcount"
"2130",33,"New Hampshire",11,"A_AIC",1577,1688,111,6.8,"overcount"
"2131",33,"New Hampshire",11,"NHPI_A",26,46,20,55.56,"overcount"
"2132",33,"New Hampshire",11,"NHPI_AIC",55,75,20,30.77,"overcount"
"2133",33,"New Hampshire",12,"A_A",1204,1298,94,7.51,"overcount"
"2134",33,"New Hampshire",12,"A_AIC",1289,1409,120,8.9,"overcount"
"2135",33,"New Hampshire",12,"NHPI_A",34,24,-10,-34.48,"undercount"
"2136",33,"New Hampshire",12,"NHPI_AIC",55,49,-6,-11.54,"undercount"
"2137",33,"New Hampshire",13,"A_A",918,973,55,5.82,"overcount"
"2138",33,"New Hampshire",13,"A_AIC",1013,989,-24,-2.4,"undercount"
"2139",33,"New Hampshire",13,"NHPI_A",25,19,-6,-27.27,"undercount"
"2140",33,"New Hampshire",13,"NHPI_AIC",44,31,-13,-34.67,"undercount"
"2141",33,"New Hampshire",14,"A_A",653,627,-26,-4.06,"undercount"
"2142",33,"New Hampshire",14,"A_AIC",704,641,-63,-9.37,"undercount"
"2143",33,"New Hampshire",14,"NHPI_A",16,5,-11,-104.76,"undercount"
"2144",33,"New Hampshire",14,"NHPI_AIC",30,18,-12,-50,"undercount"
"2145",33,"New Hampshire",15,"A_A",412,323,-89,-24.22,"undercount"
"2146",33,"New Hampshire",15,"A_AIC",432,332,-100,-26.18,"undercount"
"2147",33,"New Hampshire",15,"NHPI_A",10,3,-7,-107.69,"undercount"
"2148",33,"New Hampshire",15,"NHPI_AIC",20,10,-10,-66.67,"undercount"
"2149",33,"New Hampshire",16,"A_A",277,257,-20,-7.49,"undercount"
"2150",33,"New Hampshire",16,"A_AIC",302,276,-26,-9,"undercount"
"2151",33,"New Hampshire",16,"NHPI_A",11,0,-11,-200,"undercount"
"2152",33,"New Hampshire",16,"NHPI_AIC",14,4,-10,-111.11,"undercount"
"2153",33,"New Hampshire",17,"A_A",151,130,-21,-14.95,"undercount"
"2154",33,"New Hampshire",17,"A_AIC",178,114,-64,-43.84,"undercount"
"2155",33,"New Hampshire",17,"NHPI_A",9,2,-7,-127.27,"undercount"
"2156",33,"New Hampshire",17,"NHPI_AIC",13,6,-7,-73.68,"undercount"
"2157",33,"New Hampshire",18,"A_A",164,98,-66,-50.38,"undercount"
"2158",33,"New Hampshire",18,"A_AIC",179,72,-107,-85.26,"undercount"
"2159",33,"New Hampshire",18,"NHPI_A",13,1,-12,-171.43,"undercount"
"2160",33,"New Hampshire",18,"NHPI_AIC",15,3,-12,-133.33,"undercount"
"2161",34,"New Jersey",1,"A_A",52323,52915,592,1.13,"overcount"
"2162",34,"New Jersey",1,"A_AIC",60630,63254,2624,4.24,"overcount"
"2163",34,"New Jersey",1,"NHPI_A",654,598,-56,-8.95,"undercount"
"2164",34,"New Jersey",1,"NHPI_AIC",1337,1224,-113,-8.82,"undercount"
"2165",34,"New Jersey",2,"A_A",51277,52472,1195,2.3,"overcount"
"2166",34,"New Jersey",2,"A_AIC",58560,61244,2684,4.48,"overcount"
"2167",34,"New Jersey",2,"NHPI_A",623,548,-75,-12.81,"undercount"
"2168",34,"New Jersey",2,"NHPI_AIC",1295,1132,-163,-13.43,"undercount"
"2169",34,"New Jersey",3,"A_A",45759,48073,2314,4.93,"overcount"
"2170",34,"New Jersey",3,"A_AIC",51061,55236,4175,7.86,"overcount"
"2171",34,"New Jersey",3,"NHPI_A",485,560,75,14.35,"overcount"
"2172",34,"New Jersey",3,"NHPI_AIC",1021,1111,90,8.44,"overcount"
"2173",34,"New Jersey",4,"A_A",40049,43972,3923,9.34,"overcount"
"2174",34,"New Jersey",4,"A_AIC",43709,49520,5811,12.47,"overcount"
"2175",34,"New Jersey",4,"NHPI_A",526,669,143,23.93,"overcount"
"2176",34,"New Jersey",4,"NHPI_AIC",1061,1315,254,21.38,"overcount"
"2177",34,"New Jersey",5,"A_A",37263,42810,5547,13.85,"overcount"
"2178",34,"New Jersey",5,"A_AIC",40429,46783,6354,14.57,"overcount"
"2179",34,"New Jersey",5,"NHPI_A",684,768,84,11.57,"overcount"
"2180",34,"New Jersey",5,"NHPI_AIC",1284,1517,233,16.64,"overcount"
"2181",34,"New Jersey",6,"A_A",52284,61749,9465,16.6,"overcount"
"2182",34,"New Jersey",6,"A_AIC",55525,65214,9689,16.05,"overcount"
"2183",34,"New Jersey",6,"NHPI_A",787,764,-23,-2.97,"undercount"
"2184",34,"New Jersey",6,"NHPI_AIC",1391,1396,5,0.36,"overcount"
"2185",34,"New Jersey",7,"A_A",62811,71101,8290,12.38,"overcount"
"2186",34,"New Jersey",7,"A_AIC",65879,74364,8485,12.1,"overcount"
"2187",34,"New Jersey",7,"NHPI_A",811,729,-82,-10.65,"undercount"
"2188",34,"New Jersey",7,"NHPI_AIC",1441,1328,-113,-8.16,"undercount"
"2189",34,"New Jersey",8,"A_A",66810,71800,4990,7.2,"overcount"
"2190",34,"New Jersey",8,"A_AIC",69797,74886,5089,7.03,"overcount"
"2191",34,"New Jersey",8,"NHPI_A",766,560,-206,-31.07,"undercount"
"2192",34,"New Jersey",8,"NHPI_AIC",1339,1179,-160,-12.71,"undercount"
"2193",34,"New Jersey",9,"A_A",60296,61961,1665,2.72,"overcount"
"2194",34,"New Jersey",9,"A_AIC",62859,64767,1908,2.99,"overcount"
"2195",34,"New Jersey",9,"NHPI_A",631,598,-33,-5.37,"undercount"
"2196",34,"New Jersey",9,"NHPI_AIC",1170,1183,13,1.1,"overcount"
"2197",34,"New Jersey",10,"A_A",55427,56869,1442,2.57,"overcount"
"2198",34,"New Jersey",10,"A_AIC",57985,59593,1608,2.74,"overcount"
"2199",34,"New Jersey",10,"NHPI_A",516,535,19,3.62,"overcount"
"2200",34,"New Jersey",10,"NHPI_AIC",1076,1108,32,2.93,"overcount"
"2201",34,"New Jersey",11,"A_A",48695,50832,2137,4.29,"overcount"
"2202",34,"New Jersey",11,"A_AIC",50971,53107,2136,4.1,"overcount"
"2203",34,"New Jersey",11,"NHPI_A",430,446,16,3.65,"overcount"
"2204",34,"New Jersey",11,"NHPI_AIC",920,948,28,3,"overcount"
"2205",34,"New Jersey",12,"A_A",37693,40454,2761,7.07,"overcount"
"2206",34,"New Jersey",12,"A_AIC",39373,42164,2791,6.85,"overcount"
"2207",34,"New Jersey",12,"NHPI_A",343,324,-19,-5.7,"undercount"
"2208",34,"New Jersey",12,"NHPI_AIC",689,717,28,3.98,"overcount"
"2209",34,"New Jersey",13,"A_A",31174,33395,2221,6.88,"overcount"
"2210",34,"New Jersey",13,"A_AIC",32385,34580,2195,6.56,"overcount"
"2211",34,"New Jersey",13,"NHPI_A",280,230,-50,-19.61,"undercount"
"2212",34,"New Jersey",13,"NHPI_AIC",517,543,26,4.91,"overcount"
"2213",34,"New Jersey",14,"A_A",21824,23114,1290,5.74,"overcount"
"2214",34,"New Jersey",14,"A_AIC",22584,23962,1378,5.92,"overcount"
"2215",34,"New Jersey",14,"NHPI_A",193,149,-44,-25.73,"undercount"
"2216",34,"New Jersey",14,"NHPI_AIC",366,342,-24,-6.78,"undercount"
"2217",34,"New Jersey",15,"A_A",15842,16088,246,1.54,"overcount"
"2218",34,"New Jersey",15,"A_AIC",16411,16723,312,1.88,"overcount"
"2219",34,"New Jersey",15,"NHPI_A",107,97,-10,-9.8,"undercount"
"2220",34,"New Jersey",15,"NHPI_AIC",237,256,19,7.71,"overcount"
"2221",34,"New Jersey",16,"A_A",10269,9596,-673,-6.78,"undercount"
"2222",34,"New Jersey",16,"A_AIC",10637,10035,-602,-5.82,"undercount"
"2223",34,"New Jersey",16,"NHPI_A",104,71,-33,-37.71,"undercount"
"2224",34,"New Jersey",16,"NHPI_AIC",199,162,-37,-20.5,"undercount"
"2225",34,"New Jersey",17,"A_A",6250,5317,-933,-16.13,"undercount"
"2226",34,"New Jersey",17,"A_AIC",6530,5654,-876,-14.38,"undercount"
"2227",34,"New Jersey",17,"NHPI_A",57,38,-19,-40,"undercount"
"2228",34,"New Jersey",17,"NHPI_AIC",121,138,17,13.13,"overcount"
"2229",34,"New Jersey",18,"A_A",5495,3694,-1801,-39.2,"undercount"
"2230",34,"New Jersey",18,"A_AIC",5728,3965,-1763,-36.38,"undercount"
"2231",34,"New Jersey",18,"NHPI_A",67,47,-20,-35.09,"undercount"
"2232",34,"New Jersey",18,"NHPI_AIC",136,159,23,15.59,"overcount"
"2233",35,"New Mexico",1,"A_A",2336,1747,-589,-28.85,"undercount"
"2234",35,"New Mexico",1,"A_AIC",3999,3480,-519,-13.88,"undercount"
"2235",35,"New Mexico",1,"NHPI_A",272,243,-29,-11.26,"undercount"
"2236",35,"New Mexico",1,"NHPI_AIC",564,587,23,4,"overcount"
"2237",35,"New Mexico",2,"A_A",2350,1941,-409,-19.06,"undercount"
"2238",35,"New Mexico",2,"A_AIC",3992,3343,-649,-17.7,"undercount"
"2239",35,"New Mexico",2,"NHPI_A",197,260,63,27.57,"overcount"
"2240",35,"New Mexico",2,"NHPI_AIC",432,521,89,18.68,"overcount"
"2241",35,"New Mexico",3,"A_A",2055,1867,-188,-9.59,"undercount"
"2242",35,"New Mexico",3,"A_AIC",3304,3102,-202,-6.31,"undercount"
"2243",35,"New Mexico",3,"NHPI_A",218,210,-8,-3.74,"undercount"
"2244",35,"New Mexico",3,"NHPI_AIC",437,431,-6,-1.38,"undercount"
"2245",35,"New Mexico",4,"A_A",1675,1791,116,6.69,"overcount"
"2246",35,"New Mexico",4,"A_AIC",2611,2875,264,9.62,"overcount"
"2247",35,"New Mexico",4,"NHPI_A",242,243,1,0.41,"overcount"
"2248",35,"New Mexico",4,"NHPI_AIC",432,451,19,4.3,"overcount"
"2249",35,"New Mexico",5,"A_A",1948,2012,64,3.23,"overcount"
