"","STATE","STNAME","AGEGRP","RACE","ESTIMATE","MR","EOC"
"1759",54,"West Virginia","16","A",191,150,-24.05
"1760",54,"West Virginia","16","AIC",230,195,-16.47
"1761",54,"West Virginia","17","A",130,88,-38.53
"1762",54,"West Virginia","17","AIC",162,106,-41.79
"1763",54,"West Virginia","18","A",115,54,-72.19
"1764",54,"West Virginia","18","AIC",170,75,-77.55
"1765",55,"Wisconsin","1","A",12446,12554,0.86
"1766",55,"Wisconsin","1","AIC",15675,16730,6.51
"1767",55,"Wisconsin","2","A",11462,11874,3.53
"1768",55,"Wisconsin","2","AIC",14316,15426,7.46
"1769",55,"Wisconsin","3","A",10413,11135,6.7
"1770",55,"Wisconsin","3","AIC",12797,13914,8.36
"1771",55,"Wisconsin","4","A",11269,12991,14.2
"1772",55,"Wisconsin","4","AIC",13239,15298,14.43
"1773",55,"Wisconsin","5","A",13464,14622,8.25
"1774",55,"Wisconsin","5","AIC",15125,16423,8.23
"1775",55,"Wisconsin","6","A",11781,13839,16.07
"1776",55,"Wisconsin","6","AIC",13064,15305,15.8
"1777",55,"Wisconsin","7","A",10005,11156,10.88
"1778",55,"Wisconsin","7","AIC",11113,12351,10.55
"1779",55,"Wisconsin","8","A",9876,9928,0.53
"1780",55,"Wisconsin","8","AIC",10855,10932,0.71
"1781",55,"Wisconsin","9","A",8487,8154,-4
"1782",55,"Wisconsin","9","AIC",9268,8955,-3.44
"1783",55,"Wisconsin","10","A",6776,6818,0.62
"1784",55,"Wisconsin","10","AIC",7407,7407,0
"1785",55,"Wisconsin","11","A",5130,5172,0.82
"1786",55,"Wisconsin","11","AIC",5692,5742,0.87
"1787",55,"Wisconsin","12","A",4084,4305,5.27
"1788",55,"Wisconsin","12","AIC",4444,4635,4.21
"1789",55,"Wisconsin","13","A",3080,3282,6.35
"1790",55,"Wisconsin","13","AIC",3337,3500,4.77
"1791",55,"Wisconsin","14","A",2103,2199,4.46
"1792",55,"Wisconsin","14","AIC",2291,2338,2.03
"1793",55,"Wisconsin","15","A",1454,1555,6.71
"1794",55,"Wisconsin","15","AIC",1575,1656,5.01
"1795",55,"Wisconsin","16","A",1037,1056,1.82
"1796",55,"Wisconsin","16","AIC",1135,1141,0.53
"1797",55,"Wisconsin","17","A",720,654,-9.61
"1798",55,"Wisconsin","17","AIC",775,713,-8.33
"1799",55,"Wisconsin","18","A",676,534,-23.47
"1800",55,"Wisconsin","18","AIC",754,584,-25.41
"1801",56,"Wyoming","1","A",448,267,-50.63
"1802",56,"Wyoming","1","AIC",877,644,-30.64
"1803",56,"Wyoming","2","A",478,262,-58.38
"1804",56,"Wyoming","2","AIC",856,580,-38.44
"1805",56,"Wyoming","3","A",332,248,-28.97
"1806",56,"Wyoming","3","AIC",593,547,-8.07
"1807",56,"Wyoming","4","A",275,291,5.65
"1808",56,"Wyoming","4","AIC",500,538,7.32
"1809",56,"Wyoming","5","A",455,616,30.07
"1810",56,"Wyoming","5","AIC",682,855,22.51
"1811",56,"Wyoming","6","A",413,517,22.37
"1812",56,"Wyoming","6","AIC",582,688,16.69
"1813",56,"Wyoming","7","A",439,366,-18.14
"1814",56,"Wyoming","7","AIC",552,528,-4.44
"1815",56,"Wyoming","8","A",413,400,-3.2
"1816",56,"Wyoming","8","AIC",506,513,1.37
"1817",56,"Wyoming","9","A",308,327,5.98
"1818",56,"Wyoming","9","AIC",374,403,7.46
"1819",56,"Wyoming","10","A",267,292,8.94
"1820",56,"Wyoming","10","AIC",336,369,9.36
"1821",56,"Wyoming","11","A",234,302,25.37
"1822",56,"Wyoming","11","AIC",300,366,19.82
"1823",56,"Wyoming","12","A",223,275,20.88
"1824",56,"Wyoming","12","AIC",267,318,17.44
"1825",56,"Wyoming","13","A",167,174,4.11
"1826",56,"Wyoming","13","AIC",181,206,12.92
"1827",56,"Wyoming","14","A",120,107,-11.45
"1828",56,"Wyoming","14","AIC",130,119,-8.84
"1829",56,"Wyoming","15","A",100,71,-33.92
"1830",56,"Wyoming","15","AIC",112,82,-30.93
"1831",56,"Wyoming","16","A",59,63,6.56
"1832",56,"Wyoming","16","AIC",68,69,1.46
"1833",56,"Wyoming","17","A",49,40,-20.22
"1834",56,"Wyoming","17","AIC",57,42,-30.3
"1835",56,"Wyoming","18","A",39,31,-22.86
"1836",56,"Wyoming","18","AIC",39,36,-8
