"STNAME","CTYNAME","RACE","ESTIM","MR","NUM_DIFF","EOC","COVERAGE","AGE"
"Alaska","Skagway Municipality","A_AIC",2,0,-2,-200,"undercount","65+"
"Alaska","Skagway Municipality","NHPI_A",0,0,0,NA,"equal","65+"
"Alaska","Skagway Municipality","NHPI_AIC",0,0,0,NA,"equal","65+"
"Alaska","Southeast Fairbanks Census Area","A_A",12,5,-7,-82.35,"undercount","65+"
"Alaska","Southeast Fairbanks Census Area","A_AIC",15,0,-15,-200,"undercount","65+"
"Alaska","Southeast Fairbanks Census Area","NHPI_A",0,0,0,NA,"equal","65+"
"Alaska","Southeast Fairbanks Census Area","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Alaska","Valdez-Cordova Census Area","A_A",48,23,-25,-70.42,"undercount","65+"
"Alaska","Valdez-Cordova Census Area","A_AIC",55,9,-46,-143.75,"undercount","65+"
"Alaska","Valdez-Cordova Census Area","NHPI_A",0,0,0,NA,"equal","65+"
"Alaska","Valdez-Cordova Census Area","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Alaska","Wade Hampton Census Area","A_A",0,0,0,NA,"equal","65+"
"Alaska","Wade Hampton Census Area","A_AIC",4,0,-4,-200,"undercount","65+"
"Alaska","Wade Hampton Census Area","NHPI_A",0,0,0,NA,"equal","65+"
"Alaska","Wade Hampton Census Area","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Alaska","Wrangell City and Borough","A_A",4,4,0,0,"equal","65+"
"Alaska","Wrangell City and Borough","A_AIC",13,3,-10,-125,"undercount","65+"
"Alaska","Wrangell City and Borough","NHPI_A",0,0,0,NA,"equal","65+"
"Alaska","Wrangell City and Borough","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Alaska","Yakutat City and Borough","A_A",2,5,3,85.71,"overcount","65+"
"Alaska","Yakutat City and Borough","A_AIC",4,3,-1,-28.57,"undercount","65+"
"Alaska","Yakutat City and Borough","NHPI_A",1,1,0,0,"equal","65+"
"Alaska","Yakutat City and Borough","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Alaska","Yukon-Koyukuk Census Area","A_A",3,0,-3,-200,"undercount","65+"
"Alaska","Yukon-Koyukuk Census Area","A_AIC",6,0,-6,-200,"undercount","65+"
"Alaska","Yukon-Koyukuk Census Area","NHPI_A",1,0,-1,-200,"undercount","65+"
"Alaska","Yukon-Koyukuk Census Area","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Arizona","Apache County","A_A",30,10,-20,-100,"undercount","65+"
"Arizona","Apache County","A_AIC",40,13,-27,-101.89,"undercount","65+"
"Arizona","Apache County","NHPI_A",11,1,-10,-166.67,"undercount","65+"
"Arizona","Apache County","NHPI_AIC",12,3,-9,-120,"undercount","65+"
"Arizona","Cochise County","A_A",414,360,-54,-13.95,"undercount","65+"
"Arizona","Cochise County","A_AIC",468,408,-60,-13.7,"undercount","65+"
"Arizona","Cochise County","NHPI_A",46,35,-11,-27.16,"undercount","65+"
"Arizona","Cochise County","NHPI_AIC",70,52,-18,-29.51,"undercount","65+"
"Arizona","Coconino County","A_A",126,101,-25,-22.03,"undercount","65+"
"Arizona","Coconino County","A_AIC",137,87,-50,-44.64,"undercount","65+"
"Arizona","Coconino County","NHPI_A",17,6,-11,-95.65,"undercount","65+"
"Arizona","Coconino County","NHPI_AIC",24,3,-21,-155.56,"undercount","65+"
"Arizona","Gila County","A_A",65,54,-11,-18.49,"undercount","65+"
"Arizona","Gila County","A_AIC",73,31,-42,-80.77,"undercount","65+"
"Arizona","Gila County","NHPI_A",6,7,1,15.38,"overcount","65+"
"Arizona","Gila County","NHPI_AIC",10,10,0,0,"equal","65+"
"Arizona","Graham County","A_A",32,16,-16,-66.67,"undercount","65+"
"Arizona","Graham County","A_AIC",37,9,-28,-121.74,"undercount","65+"
"Arizona","Graham County","NHPI_A",1,1,0,0,"equal","65+"
"Arizona","Graham County","NHPI_AIC",8,1,-7,-155.56,"undercount","65+"
"Arizona","Greenlee County","A_A",1,2,1,66.67,"overcount","65+"
"Arizona","Greenlee County","A_AIC",4,1,-3,-120,"undercount","65+"
"Arizona","Greenlee County","NHPI_A",2,0,-2,-200,"undercount","65+"
"Arizona","Greenlee County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Arizona","La Paz County","A_A",33,21,-12,-44.44,"undercount","65+"
"Arizona","La Paz County","A_AIC",41,10,-31,-121.57,"undercount","65+"
"Arizona","La Paz County","NHPI_A",2,0,-2,-200,"undercount","65+"
"Arizona","La Paz County","NHPI_AIC",6,4,-2,-40,"undercount","65+"
"Arizona","Maricopa County","A_A",10230,9939,-291,-2.89,"undercount","65+"
"Arizona","Maricopa County","A_AIC",10910,10786,-124,-1.14,"undercount","65+"
"Arizona","Maricopa County","NHPI_A",416,397,-19,-4.67,"undercount","65+"
"Arizona","Maricopa County","NHPI_AIC",647,642,-5,-0.78,"undercount","65+"
"Arizona","Mohave County","A_A",427,332,-95,-25.03,"undercount","65+"
"Arizona","Mohave County","A_AIC",481,410,-71,-15.94,"undercount","65+"
"Arizona","Mohave County","NHPI_A",27,43,16,45.71,"overcount","65+"
"Arizona","Mohave County","NHPI_AIC",54,85,31,44.6,"overcount","65+"
"Arizona","Navajo County","A_A",100,52,-48,-63.16,"undercount","65+"
"Arizona","Navajo County","A_AIC",114,62,-52,-59.09,"undercount","65+"
"Arizona","Navajo County","NHPI_A",14,3,-11,-129.41,"undercount","65+"
"Arizona","Navajo County","NHPI_AIC",18,6,-12,-100,"undercount","65+"
"Arizona","Pima County","A_A",2577,2403,-174,-6.99,"undercount","65+"
"Arizona","Pima County","A_AIC",2847,2635,-212,-7.73,"undercount","65+"
"Arizona","Pima County","NHPI_A",122,106,-16,-14.04,"undercount","65+"
"Arizona","Pima County","NHPI_AIC",209,176,-33,-17.14,"undercount","65+"
"Arizona","Pinal County","A_A",427,539,112,23.19,"overcount","65+"
"Arizona","Pinal County","A_AIC",467,602,135,25.26,"overcount","65+"
"Arizona","Pinal County","NHPI_A",39,49,10,22.73,"overcount","65+"
"Arizona","Pinal County","NHPI_AIC",53,64,11,18.8,"overcount","65+"
"Arizona","Santa Cruz County","A_A",41,36,-5,-12.99,"undercount","65+"
"Arizona","Santa Cruz County","A_AIC",46,39,-7,-16.47,"undercount","65+"
"Arizona","Santa Cruz County","NHPI_A",15,4,-11,-115.79,"undercount","65+"
"Arizona","Santa Cruz County","NHPI_AIC",15,7,-8,-72.73,"undercount","65+"
"Arizona","Yavapai County","A_A",294,265,-29,-10.38,"undercount","65+"
"Arizona","Yavapai County","A_AIC",339,324,-15,-4.52,"undercount","65+"
"Arizona","Yavapai County","NHPI_A",35,22,-13,-45.61,"undercount","65+"
"Arizona","Yavapai County","NHPI_AIC",51,55,4,7.55,"overcount","65+"
"Arizona","Yuma County","A_A",346,258,-88,-29.14,"undercount","65+"
"Arizona","Yuma County","A_AIC",394,304,-90,-25.79,"undercount","65+"
"Arizona","Yuma County","NHPI_A",23,31,8,29.63,"overcount","65+"
"Arizona","Yuma County","NHPI_AIC",42,44,2,4.65,"overcount","65+"
"Arkansas","Arkansas County","A_A",16,8,-8,-66.67,"undercount","65+"
"Arkansas","Arkansas County","A_AIC",16,6,-10,-90.91,"undercount","65+"
"Arkansas","Arkansas County","NHPI_A",0,0,0,NA,"equal","65+"
"Arkansas","Arkansas County","NHPI_AIC",0,3,3,200,"overcount","65+"
"Arkansas","Ashley County","A_A",5,1,-4,-133.33,"undercount","65+"
"Arkansas","Ashley County","A_AIC",7,3,-4,-80,"undercount","65+"
"Arkansas","Ashley County","NHPI_A",3,1,-2,-100,"undercount","65+"
"Arkansas","Ashley County","NHPI_AIC",4,0,-4,-200,"undercount","65+"
"Arkansas","Baxter County","A_A",31,23,-8,-29.63,"undercount","65+"
"Arkansas","Baxter County","A_AIC",39,33,-6,-16.67,"undercount","65+"
"Arkansas","Baxter County","NHPI_A",8,0,-8,-200,"undercount","65+"
"Arkansas","Baxter County","NHPI_AIC",8,1,-7,-155.56,"undercount","65+"
"Arkansas","Benton County","A_A",168,183,15,8.55,"overcount","65+"
"Arkansas","Benton County","A_AIC",181,204,23,11.95,"overcount","65+"
"Arkansas","Benton County","NHPI_A",15,14,-1,-6.9,"undercount","65+"
"Arkansas","Benton County","NHPI_AIC",17,18,1,5.71,"overcount","65+"
"Arkansas","Boone County","A_A",23,10,-13,-78.79,"undercount","65+"
"Arkansas","Boone County","A_AIC",29,6,-23,-131.43,"undercount","65+"
"Arkansas","Boone County","NHPI_A",2,2,0,0,"equal","65+"
"Arkansas","Boone County","NHPI_AIC",2,2,0,0,"equal","65+"
"Arkansas","Bradley County","A_A",3,2,-1,-40,"undercount","65+"
"Arkansas","Bradley County","A_AIC",5,0,-5,-200,"undercount","65+"
"Arkansas","Bradley County","NHPI_A",0,0,0,NA,"equal","65+"
"Arkansas","Bradley County","NHPI_AIC",0,1,1,200,"overcount","65+"
"Arkansas","Calhoun County","A_A",1,2,1,66.67,"overcount","65+"
"Arkansas","Calhoun County","A_AIC",3,5,2,50,"overcount","65+"
"Arkansas","Calhoun County","NHPI_A",0,0,0,NA,"equal","65+"
"Arkansas","Calhoun County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Arkansas","Carroll County","A_A",35,23,-12,-41.38,"undercount","65+"
"Arkansas","Carroll County","A_AIC",44,1,-43,-191.11,"undercount","65+"
"Arkansas","Carroll County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Arkansas","Carroll County","NHPI_AIC",6,0,-6,-200,"undercount","65+"
"Arkansas","Chicot County","A_A",18,12,-6,-40,"undercount","65+"
"Arkansas","Chicot County","A_AIC",25,0,-25,-200,"undercount","65+"
"Arkansas","Chicot County","NHPI_A",0,1,1,200,"overcount","65+"
"Arkansas","Chicot County","NHPI_AIC",4,0,-4,-200,"undercount","65+"
"Arkansas","Clark County","A_A",9,2,-7,-127.27,"undercount","65+"
"Arkansas","Clark County","A_AIC",12,0,-12,-200,"undercount","65+"
"Arkansas","Clark County","NHPI_A",0,1,1,200,"overcount","65+"
"Arkansas","Clark County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Arkansas","Clay County","A_A",5,0,-5,-200,"undercount","65+"
"Arkansas","Clay County","A_AIC",13,0,-13,-200,"undercount","65+"
"Arkansas","Clay County","NHPI_A",0,0,0,NA,"equal","65+"
"Arkansas","Clay County","NHPI_AIC",5,0,-5,-200,"undercount","65+"
"Arkansas","Cleburne County","A_A",12,9,-3,-28.57,"undercount","65+"
"Arkansas","Cleburne County","A_AIC",15,0,-15,-200,"undercount","65+"
"Arkansas","Cleburne County","NHPI_A",3,3,0,0,"equal","65+"
"Arkansas","Cleburne County","NHPI_AIC",5,0,-5,-200,"undercount","65+"
"Arkansas","Cleveland County","A_A",8,5,-3,-46.15,"undercount","65+"
"Arkansas","Cleveland County","A_AIC",9,1,-8,-160,"undercount","65+"
"Arkansas","Cleveland County","NHPI_A",0,0,0,NA,"equal","65+"
"Arkansas","Cleveland County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Arkansas","Columbia County","A_A",5,6,1,18.18,"overcount","65+"
"Arkansas","Columbia County","A_AIC",8,0,-8,-200,"undercount","65+"
"Arkansas","Columbia County","NHPI_A",2,0,-2,-200,"undercount","65+"
"Arkansas","Columbia County","NHPI_AIC",3,0,-3,-200,"undercount","65+"
"Arkansas","Conway County","A_A",4,9,5,76.92,"overcount","65+"
"Arkansas","Conway County","A_AIC",7,1,-6,-150,"undercount","65+"
"Arkansas","Conway County","NHPI_A",3,0,-3,-200,"undercount","65+"
"Arkansas","Conway County","NHPI_AIC",5,1,-4,-133.33,"undercount","65+"
"Arkansas","Craighead County","A_A",31,44,13,34.67,"overcount","65+"
"Arkansas","Craighead County","A_AIC",41,20,-21,-68.85,"undercount","65+"
"Arkansas","Craighead County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Arkansas","Craighead County","NHPI_AIC",4,4,0,0,"equal","65+"
"Arkansas","Crawford County","A_A",76,53,-23,-35.66,"undercount","65+"
"Arkansas","Crawford County","A_AIC",82,47,-35,-54.26,"undercount","65+"
"Arkansas","Crawford County","NHPI_A",3,1,-2,-100,"undercount","65+"
"Arkansas","Crawford County","NHPI_AIC",7,3,-4,-80,"undercount","65+"
"Arkansas","Crittenden County","A_A",35,21,-14,-50,"undercount","65+"
"Arkansas","Crittenden County","A_AIC",40,33,-7,-19.18,"undercount","65+"
"Arkansas","Crittenden County","NHPI_A",0,3,3,200,"overcount","65+"
"Arkansas","Crittenden County","NHPI_AIC",1,6,5,142.86,"overcount","65+"
"Arkansas","Cross County","A_A",6,8,2,28.57,"overcount","65+"
"Arkansas","Cross County","A_AIC",8,7,-1,-13.33,"undercount","65+"
"Arkansas","Cross County","NHPI_A",0,0,0,NA,"equal","65+"
"Arkansas","Cross County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Arkansas","Dallas County","A_A",3,2,-1,-40,"undercount","65+"
"Arkansas","Dallas County","A_AIC",3,1,-2,-100,"undercount","65+"
"Arkansas","Dallas County","NHPI_A",0,0,0,NA,"equal","65+"
"Arkansas","Dallas County","NHPI_AIC",0,1,1,200,"overcount","65+"
"Arkansas","Desha County","A_A",12,4,-8,-100,"undercount","65+"
"Arkansas","Desha County","A_AIC",16,3,-13,-136.84,"undercount","65+"
"Arkansas","Desha County","NHPI_A",2,0,-2,-200,"undercount","65+"
"Arkansas","Desha County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Arkansas","Drew County","A_A",8,9,1,11.76,"overcount","65+"
"Arkansas","Drew County","A_AIC",12,0,-12,-200,"undercount","65+"
"Arkansas","Drew County","NHPI_A",3,1,-2,-100,"undercount","65+"
"Arkansas","Drew County","NHPI_AIC",3,1,-2,-100,"undercount","65+"
"Arkansas","Faulkner County","A_A",40,44,4,9.52,"overcount","65+"
"Arkansas","Faulkner County","A_AIC",51,44,-7,-14.74,"undercount","65+"
"Arkansas","Faulkner County","NHPI_A",7,7,0,0,"equal","65+"
"Arkansas","Faulkner County","NHPI_AIC",9,7,-2,-25,"undercount","65+"
"Arkansas","Franklin County","A_A",14,8,-6,-54.55,"undercount","65+"
"Arkansas","Franklin County","A_AIC",15,5,-10,-100,"undercount","65+"
"Arkansas","Franklin County","NHPI_A",2,2,0,0,"equal","65+"
"Arkansas","Franklin County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Arkansas","Fulton County","A_A",11,4,-7,-93.33,"undercount","65+"
"Arkansas","Fulton County","A_AIC",11,1,-10,-166.67,"undercount","65+"
"Arkansas","Fulton County","NHPI_A",0,0,0,NA,"equal","65+"
"Arkansas","Fulton County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Arkansas","Garland County","A_A",82,61,-21,-29.37,"undercount","65+"
"Arkansas","Garland County","A_AIC",92,82,-10,-11.49,"undercount","65+"
"Arkansas","Garland County","NHPI_A",2,2,0,0,"equal","65+"
"Arkansas","Garland County","NHPI_AIC",4,8,4,66.67,"overcount","65+"
"Arkansas","Grant County","A_A",4,3,-1,-28.57,"undercount","65+"
"Arkansas","Grant County","A_AIC",6,1,-5,-142.86,"undercount","65+"
"Arkansas","Grant County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Arkansas","Grant County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Arkansas","Greene County","A_A",16,7,-9,-78.26,"undercount","65+"
"Arkansas","Greene County","A_AIC",24,8,-16,-100,"undercount","65+"
"Arkansas","Greene County","NHPI_A",0,0,0,NA,"equal","65+"
"Arkansas","Greene County","NHPI_AIC",1,2,1,66.67,"overcount","65+"
"Arkansas","Hempstead County","A_A",11,8,-3,-31.58,"undercount","65+"
"Arkansas","Hempstead County","A_AIC",15,0,-15,-200,"undercount","65+"
"Arkansas","Hempstead County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Arkansas","Hempstead County","NHPI_AIC",3,0,-3,-200,"undercount","65+"
"Arkansas","Hot Spring County","A_A",15,7,-8,-72.73,"undercount","65+"
"Arkansas","Hot Spring County","A_AIC",21,9,-12,-80,"undercount","65+"
"Arkansas","Hot Spring County","NHPI_A",2,1,-1,-66.67,"undercount","65+"
"Arkansas","Hot Spring County","NHPI_AIC",3,2,-1,-40,"undercount","65+"
"Arkansas","Howard County","A_A",14,7,-7,-66.67,"undercount","65+"
"Arkansas","Howard County","A_AIC",19,2,-17,-161.9,"undercount","65+"
"Arkansas","Howard County","NHPI_A",0,1,1,200,"overcount","65+"
"Arkansas","Howard County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Arkansas","Independence County","A_A",22,20,-2,-9.52,"undercount","65+"
"Arkansas","Independence County","A_AIC",28,24,-4,-15.38,"undercount","65+"
"Arkansas","Independence County","NHPI_A",3,0,-3,-200,"undercount","65+"
"Arkansas","Independence County","NHPI_AIC",5,2,-3,-85.71,"undercount","65+"
"Arkansas","Izard County","A_A",6,5,-1,-18.18,"undercount","65+"
"Arkansas","Izard County","A_AIC",9,5,-4,-57.14,"undercount","65+"
"Arkansas","Izard County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Arkansas","Izard County","NHPI_AIC",3,0,-3,-200,"undercount","65+"
"Arkansas","Jackson County","A_A",8,12,4,40,"overcount","65+"
"Arkansas","Jackson County","A_AIC",11,10,-1,-9.52,"undercount","65+"
"Arkansas","Jackson County","NHPI_A",0,0,0,NA,"equal","65+"
"Arkansas","Jackson County","NHPI_AIC",0,1,1,200,"overcount","65+"
"Arkansas","Jefferson County","A_A",137,46,-91,-99.45,"undercount","65+"
"Arkansas","Jefferson County","A_AIC",148,40,-108,-114.89,"undercount","65+"
"Arkansas","Jefferson County","NHPI_A",3,0,-3,-200,"undercount","65+"
"Arkansas","Jefferson County","NHPI_AIC",10,1,-9,-163.64,"undercount","65+"
"Arkansas","Johnson County","A_A",15,8,-7,-60.87,"undercount","65+"
"Arkansas","Johnson County","A_AIC",19,1,-18,-180,"undercount","65+"
"Arkansas","Johnson County","NHPI_A",1,2,1,66.67,"overcount","65+"
"Arkansas","Johnson County","NHPI_AIC",4,1,-3,-120,"undercount","65+"
"Arkansas","Lafayette County","A_A",5,2,-3,-85.71,"undercount","65+"
"Arkansas","Lafayette County","A_AIC",8,0,-8,-200,"undercount","65+"
"Arkansas","Lafayette County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Arkansas","Lafayette County","NHPI_AIC",3,0,-3,-200,"undercount","65+"
"Arkansas","Lawrence County","A_A",1,2,1,66.67,"overcount","65+"
"Arkansas","Lawrence County","A_AIC",7,0,-7,-200,"undercount","65+"
"Arkansas","Lawrence County","NHPI_A",0,0,0,NA,"equal","65+"
"Arkansas","Lawrence County","NHPI_AIC",5,0,-5,-200,"undercount","65+"
"Arkansas","Lee County","A_A",16,12,-4,-28.57,"undercount","65+"
"Arkansas","Lee County","A_AIC",17,2,-15,-157.89,"undercount","65+"
"Arkansas","Lee County","NHPI_A",0,0,0,NA,"equal","65+"
"Arkansas","Lee County","NHPI_AIC",2,2,0,0,"equal","65+"
"Arkansas","Lincoln County","A_A",1,5,4,133.33,"overcount","65+"
"Arkansas","Lincoln County","A_AIC",2,0,-2,-200,"undercount","65+"
"Arkansas","Lincoln County","NHPI_A",0,0,0,NA,"equal","65+"
"Arkansas","Lincoln County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Arkansas","Little River County","A_A",5,2,-3,-85.71,"undercount","65+"
"Arkansas","Little River County","A_AIC",9,0,-9,-200,"undercount","65+"
"Arkansas","Little River County","NHPI_A",1,1,0,0,"equal","65+"
"Arkansas","Little River County","NHPI_AIC",3,1,-2,-100,"undercount","65+"
"Arkansas","Logan County","A_A",7,9,2,25,"overcount","65+"
"Arkansas","Logan County","A_AIC",10,5,-5,-66.67,"undercount","65+"
"Arkansas","Logan County","NHPI_A",3,0,-3,-200,"undercount","65+"
"Arkansas","Logan County","NHPI_AIC",7,0,-7,-200,"undercount","65+"
"Arkansas","Lonoke County","A_A",39,38,-1,-2.6,"undercount","65+"
"Arkansas","Lonoke County","A_AIC",46,32,-14,-35.9,"undercount","65+"
"Arkansas","Lonoke County","NHPI_A",2,2,0,0,"equal","65+"
"Arkansas","Lonoke County","NHPI_AIC",5,0,-5,-200,"undercount","65+"
"Arkansas","Madison County","A_A",1,4,3,120,"overcount","65+"
"Arkansas","Madison County","A_AIC",3,1,-2,-100,"undercount","65+"
"Arkansas","Madison County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Arkansas","Madison County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Arkansas","Marion County","A_A",19,12,-7,-45.16,"undercount","65+"
"Arkansas","Marion County","A_AIC",21,13,-8,-47.06,"undercount","65+"
"Arkansas","Marion County","NHPI_A",2,0,-2,-200,"undercount","65+"
"Arkansas","Marion County","NHPI_AIC",3,2,-1,-40,"undercount","65+"
"Arkansas","Miller County","A_A",20,22,2,9.52,"overcount","65+"
"Arkansas","Miller County","A_AIC",28,21,-7,-28.57,"undercount","65+"
"Arkansas","Miller County","NHPI_A",4,1,-3,-120,"undercount","65+"
"Arkansas","Miller County","NHPI_AIC",8,4,-4,-66.67,"undercount","65+"
"Arkansas","Mississippi County","A_A",20,11,-9,-58.06,"undercount","65+"
"Arkansas","Mississippi County","A_AIC",24,7,-17,-109.68,"undercount","65+"
"Arkansas","Mississippi County","NHPI_A",5,1,-4,-133.33,"undercount","65+"
"Arkansas","Mississippi County","NHPI_AIC",6,2,-4,-100,"undercount","65+"
"Arkansas","Monroe County","A_A",0,5,5,200,"overcount","65+"
"Arkansas","Monroe County","A_AIC",3,3,0,0,"equal","65+"
"Arkansas","Monroe County","NHPI_A",2,0,-2,-200,"undercount","65+"
"Arkansas","Monroe County","NHPI_AIC",2,3,1,40,"overcount","65+"
"Arkansas","Montgomery County","A_A",5,8,3,46.15,"overcount","65+"
"Arkansas","Montgomery County","A_AIC",6,5,-1,-18.18,"undercount","65+"
"Arkansas","Montgomery County","NHPI_A",0,0,0,NA,"equal","65+"
"Arkansas","Montgomery County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Arkansas","Nevada County","A_A",2,0,-2,-200,"undercount","65+"
"Arkansas","Nevada County","A_AIC",2,1,-1,-66.67,"undercount","65+"
"Arkansas","Nevada County","NHPI_A",0,0,0,NA,"equal","65+"
"Arkansas","Nevada County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Arkansas","Newton County","A_A",1,1,0,0,"equal","65+"
"Arkansas","Newton County","A_AIC",4,4,0,0,"equal","65+"
"Arkansas","Newton County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Arkansas","Newton County","NHPI_AIC",3,2,-1,-40,"undercount","65+"
"Arkansas","Ouachita County","A_A",14,8,-6,-54.55,"undercount","65+"
"Arkansas","Ouachita County","A_AIC",20,12,-8,-50,"undercount","65+"
"Arkansas","Ouachita County","NHPI_A",2,1,-1,-66.67,"undercount","65+"
"Arkansas","Ouachita County","NHPI_AIC",4,4,0,0,"equal","65+"
"Arkansas","Perry County","A_A",6,1,-5,-142.86,"undercount","65+"
"Arkansas","Perry County","A_AIC",9,2,-7,-127.27,"undercount","65+"
"Arkansas","Perry County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Arkansas","Perry County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Arkansas","Phillips County","A_A",18,11,-7,-48.28,"undercount","65+"
"Arkansas","Phillips County","A_AIC",24,3,-21,-155.56,"undercount","65+"
"Arkansas","Phillips County","NHPI_A",2,0,-2,-200,"undercount","65+"
