"STNAME","CTYNAME","RACE","ESTIM","MR","NUM_DIFF","EOC","COVERAGE","AGE"
"Nebraska","Furnas County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Gage County","A_A",16,7,-9,-78.26,"undercount","65+"
"Nebraska","Gage County","A_AIC",19,0,-19,-200,"undercount","65+"
"Nebraska","Gage County","NHPI_A",1,1,0,0,"equal","65+"
"Nebraska","Gage County","NHPI_AIC",3,0,-3,-200,"undercount","65+"
"Nebraska","Garden County","A_A",3,0,-3,-200,"undercount","65+"
"Nebraska","Garden County","A_AIC",4,1,-3,-120,"undercount","65+"
"Nebraska","Garden County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Garden County","NHPI_AIC",0,1,1,200,"overcount","65+"
"Nebraska","Garfield County","A_A",0,0,0,NA,"equal","65+"
"Nebraska","Garfield County","A_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Garfield County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Garfield County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Gosper County","A_A",1,1,0,0,"equal","65+"
"Nebraska","Gosper County","A_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Gosper County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Gosper County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Grant County","A_A",0,0,0,NA,"equal","65+"
"Nebraska","Grant County","A_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Grant County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Grant County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Greeley County","A_A",0,0,0,NA,"equal","65+"
"Nebraska","Greeley County","A_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Greeley County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Greeley County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Hall County","A_A",52,52,0,0,"equal","65+"
"Nebraska","Hall County","A_AIC",53,49,-4,-7.84,"undercount","65+"
"Nebraska","Hall County","NHPI_A",3,3,0,0,"equal","65+"
"Nebraska","Hall County","NHPI_AIC",5,4,-1,-22.22,"undercount","65+"
"Nebraska","Hamilton County","A_A",2,1,-1,-66.67,"undercount","65+"
"Nebraska","Hamilton County","A_AIC",4,0,-4,-200,"undercount","65+"
"Nebraska","Hamilton County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Hamilton County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Harlan County","A_A",0,0,0,NA,"equal","65+"
"Nebraska","Harlan County","A_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Harlan County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Harlan County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Hayes County","A_A",1,1,0,0,"equal","65+"
"Nebraska","Hayes County","A_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Hayes County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Hayes County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Hitchcock County","A_A",1,0,-1,-200,"undercount","65+"
"Nebraska","Hitchcock County","A_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Hitchcock County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Hitchcock County","NHPI_AIC",0,1,1,200,"overcount","65+"
"Nebraska","Holt County","A_A",3,1,-2,-100,"undercount","65+"
"Nebraska","Holt County","A_AIC",3,0,-3,-200,"undercount","65+"
"Nebraska","Holt County","NHPI_A",0,1,1,200,"overcount","65+"
"Nebraska","Holt County","NHPI_AIC",1,1,0,0,"equal","65+"
"Nebraska","Hooker County","A_A",0,0,0,NA,"equal","65+"
"Nebraska","Hooker County","A_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Hooker County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Hooker County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Howard County","A_A",2,2,0,0,"equal","65+"
"Nebraska","Howard County","A_AIC",3,0,-3,-200,"undercount","65+"
"Nebraska","Howard County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Howard County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Jefferson County","A_A",1,3,2,100,"overcount","65+"
"Nebraska","Jefferson County","A_AIC",4,0,-4,-200,"undercount","65+"
"Nebraska","Jefferson County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Jefferson County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Johnson County","A_A",12,8,-4,-40,"undercount","65+"
"Nebraska","Johnson County","A_AIC",12,0,-12,-200,"undercount","65+"
"Nebraska","Johnson County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Johnson County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Kearney County","A_A",3,2,-1,-40,"undercount","65+"
"Nebraska","Kearney County","A_AIC",3,3,0,0,"equal","65+"
"Nebraska","Kearney County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Kearney County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Keith County","A_A",4,5,1,22.22,"overcount","65+"
"Nebraska","Keith County","A_AIC",5,0,-5,-200,"undercount","65+"
"Nebraska","Keith County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Keith County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Keya Paha County","A_A",0,0,0,NA,"equal","65+"
"Nebraska","Keya Paha County","A_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Keya Paha County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Keya Paha County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Kimball County","A_A",1,1,0,0,"equal","65+"
"Nebraska","Kimball County","A_AIC",2,0,-2,-200,"undercount","65+"
"Nebraska","Kimball County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Kimball County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Knox County","A_A",4,2,-2,-66.67,"undercount","65+"
"Nebraska","Knox County","A_AIC",5,0,-5,-200,"undercount","65+"
"Nebraska","Knox County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Knox County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Lancaster County","A_A",490,562,72,13.69,"overcount","65+"
"Nebraska","Lancaster County","A_AIC",512,592,80,14.49,"overcount","65+"
"Nebraska","Lancaster County","NHPI_A",15,9,-6,-50,"undercount","65+"
"Nebraska","Lancaster County","NHPI_AIC",23,20,-3,-13.95,"undercount","65+"
"Nebraska","Lincoln County","A_A",26,26,0,0,"equal","65+"
"Nebraska","Lincoln County","A_AIC",28,10,-18,-94.74,"undercount","65+"
"Nebraska","Lincoln County","NHPI_A",1,2,1,66.67,"overcount","65+"
"Nebraska","Lincoln County","NHPI_AIC",3,0,-3,-200,"undercount","65+"
"Nebraska","Logan County","A_A",0,0,0,NA,"equal","65+"
"Nebraska","Logan County","A_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Logan County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Logan County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Loup County","A_A",0,0,0,NA,"equal","65+"
"Nebraska","Loup County","A_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Loup County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Loup County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Madison County","A_A",15,13,-2,-14.29,"undercount","65+"
"Nebraska","Madison County","A_AIC",16,12,-4,-28.57,"undercount","65+"
"Nebraska","Madison County","NHPI_A",2,1,-1,-66.67,"undercount","65+"
"Nebraska","Madison County","NHPI_AIC",3,2,-1,-40,"undercount","65+"
"Nebraska","McPherson County","A_A",0,0,0,NA,"equal","65+"
"Nebraska","McPherson County","A_AIC",0,0,0,NA,"equal","65+"
"Nebraska","McPherson County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","McPherson County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Merrick County","A_A",1,2,1,66.67,"overcount","65+"
"Nebraska","Merrick County","A_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Merrick County","NHPI_A",0,1,1,200,"overcount","65+"
"Nebraska","Merrick County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Morrill County","A_A",4,2,-2,-66.67,"undercount","65+"
"Nebraska","Morrill County","A_AIC",5,4,-1,-22.22,"undercount","65+"
"Nebraska","Morrill County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Morrill County","NHPI_AIC",0,4,4,200,"overcount","65+"
"Nebraska","Nance County","A_A",0,0,0,NA,"equal","65+"
"Nebraska","Nance County","A_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Nance County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Nance County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Nemaha County","A_A",7,2,-5,-111.11,"undercount","65+"
"Nebraska","Nemaha County","A_AIC",9,0,-9,-200,"undercount","65+"
"Nebraska","Nemaha County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Nemaha County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Nuckolls County","A_A",1,1,0,0,"equal","65+"
"Nebraska","Nuckolls County","A_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Nuckolls County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Nuckolls County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Otoe County","A_A",4,2,-2,-66.67,"undercount","65+"
"Nebraska","Otoe County","A_AIC",5,3,-2,-50,"undercount","65+"
"Nebraska","Otoe County","NHPI_A",1,1,0,0,"equal","65+"
"Nebraska","Otoe County","NHPI_AIC",1,2,1,66.67,"overcount","65+"
"Nebraska","Pawnee County","A_A",1,2,1,66.67,"overcount","65+"
"Nebraska","Pawnee County","A_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Pawnee County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Pawnee County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Perkins County","A_A",0,0,0,NA,"equal","65+"
"Nebraska","Perkins County","A_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Perkins County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Perkins County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Phelps County","A_A",2,2,0,0,"equal","65+"
"Nebraska","Phelps County","A_AIC",3,0,-3,-200,"undercount","65+"
"Nebraska","Phelps County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Phelps County","NHPI_AIC",0,1,1,200,"overcount","65+"
"Nebraska","Pierce County","A_A",1,1,0,0,"equal","65+"
"Nebraska","Pierce County","A_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Pierce County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Pierce County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Platte County","A_A",16,11,-5,-37.04,"undercount","65+"
"Nebraska","Platte County","A_AIC",17,0,-17,-200,"undercount","65+"
"Nebraska","Platte County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Nebraska","Platte County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Polk County","A_A",3,2,-1,-40,"undercount","65+"
"Nebraska","Polk County","A_AIC",4,0,-4,-200,"undercount","65+"
"Nebraska","Polk County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Polk County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Red Willow County","A_A",3,3,0,0,"equal","65+"
"Nebraska","Red Willow County","A_AIC",3,2,-1,-40,"undercount","65+"
"Nebraska","Red Willow County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Red Willow County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Richardson County","A_A",1,1,0,0,"equal","65+"
"Nebraska","Richardson County","A_AIC",3,0,-3,-200,"undercount","65+"
"Nebraska","Richardson County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Richardson County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Rock County","A_A",1,2,1,66.67,"overcount","65+"
"Nebraska","Rock County","A_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Rock County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Rock County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Saline County","A_A",13,14,1,7.41,"overcount","65+"
"Nebraska","Saline County","A_AIC",15,0,-15,-200,"undercount","65+"
"Nebraska","Saline County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Saline County","NHPI_AIC",0,1,1,200,"overcount","65+"
"Nebraska","Sarpy County","A_A",224,225,1,0.45,"overcount","65+"
"Nebraska","Sarpy County","A_AIC",242,228,-14,-5.96,"undercount","65+"
"Nebraska","Sarpy County","NHPI_A",5,10,5,66.67,"overcount","65+"
"Nebraska","Sarpy County","NHPI_AIC",9,11,2,20,"overcount","65+"
"Nebraska","Saunders County","A_A",2,0,-2,-200,"undercount","65+"
"Nebraska","Saunders County","A_AIC",2,0,-2,-200,"undercount","65+"
"Nebraska","Saunders County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Saunders County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Scotts Bluff County","A_A",62,54,-8,-13.79,"undercount","65+"
"Nebraska","Scotts Bluff County","A_AIC",68,36,-32,-61.54,"undercount","65+"
"Nebraska","Scotts Bluff County","NHPI_A",3,4,1,28.57,"overcount","65+"
"Nebraska","Scotts Bluff County","NHPI_AIC",3,5,2,50,"overcount","65+"
"Nebraska","Seward County","A_A",4,2,-2,-66.67,"undercount","65+"
"Nebraska","Seward County","A_AIC",5,0,-5,-200,"undercount","65+"
"Nebraska","Seward County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Nebraska","Seward County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Nebraska","Sheridan County","A_A",5,3,-2,-50,"undercount","65+"
"Nebraska","Sheridan County","A_AIC",10,0,-10,-200,"undercount","65+"
"Nebraska","Sheridan County","NHPI_A",0,1,1,200,"overcount","65+"
"Nebraska","Sheridan County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Sherman County","A_A",3,0,-3,-200,"undercount","65+"
"Nebraska","Sherman County","A_AIC",5,1,-4,-133.33,"undercount","65+"
"Nebraska","Sherman County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Sherman County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Sioux County","A_A",3,1,-2,-100,"undercount","65+"
"Nebraska","Sioux County","A_AIC",3,0,-3,-200,"undercount","65+"
"Nebraska","Sioux County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Sioux County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Stanton County","A_A",4,1,-3,-120,"undercount","65+"
"Nebraska","Stanton County","A_AIC",5,1,-4,-133.33,"undercount","65+"
"Nebraska","Stanton County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Stanton County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Thayer County","A_A",4,0,-4,-200,"undercount","65+"
"Nebraska","Thayer County","A_AIC",6,0,-6,-200,"undercount","65+"
"Nebraska","Thayer County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Thayer County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Thomas County","A_A",0,0,0,NA,"equal","65+"
"Nebraska","Thomas County","A_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Thomas County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Thomas County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Thurston County","A_A",9,0,-9,-200,"undercount","65+"
"Nebraska","Thurston County","A_AIC",13,0,-13,-200,"undercount","65+"
"Nebraska","Thurston County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Nebraska","Thurston County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Valley County","A_A",1,1,0,0,"equal","65+"
"Nebraska","Valley County","A_AIC",1,0,-1,-200,"undercount","65+"
"Nebraska","Valley County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Valley County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Washington County","A_A",8,4,-4,-66.67,"undercount","65+"
"Nebraska","Washington County","A_AIC",10,3,-7,-107.69,"undercount","65+"
"Nebraska","Washington County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Washington County","NHPI_AIC",0,1,1,200,"overcount","65+"
"Nebraska","Wayne County","A_A",3,1,-2,-100,"undercount","65+"
"Nebraska","Wayne County","A_AIC",5,1,-4,-133.33,"undercount","65+"
"Nebraska","Wayne County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Wayne County","NHPI_AIC",1,1,0,0,"equal","65+"
"Nebraska","Webster County","A_A",13,4,-9,-105.88,"undercount","65+"
"Nebraska","Webster County","A_AIC",16,0,-16,-200,"undercount","65+"
"Nebraska","Webster County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Webster County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Wheeler County","A_A",0,0,0,NA,"equal","65+"
"Nebraska","Wheeler County","A_AIC",0,0,0,NA,"equal","65+"
"Nebraska","Wheeler County","NHPI_A",0,0,0,NA,"equal","65+"
"Nebraska","Wheeler County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Nebraska","York County","A_A",8,2,-6,-120,"undercount","65+"
"Nebraska","York County","A_AIC",10,2,-8,-133.33,"undercount","65+"
"Nebraska","York County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Nebraska","York County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Nevada","Carson City","A_A",165,131,-34,-22.97,"undercount","65+"
"Nevada","Carson City","A_AIC",175,148,-27,-16.72,"undercount","65+"
"Nevada","Carson City","NHPI_A",18,12,-6,-40,"undercount","65+"
"Nevada","Carson City","NHPI_AIC",21,19,-2,-10,"undercount","65+"
"Nevada","Churchill County","A_A",90,78,-12,-14.29,"undercount","65+"
"Nevada","Churchill County","A_AIC",103,27,-76,-116.92,"undercount","65+"
"Nevada","Churchill County","NHPI_A",4,2,-2,-66.67,"undercount","65+"
"Nevada","Churchill County","NHPI_AIC",7,5,-2,-33.33,"undercount","65+"
"Nevada","Clark County","A_A",17891,19137,1246,6.73,"overcount","65+"
"Nevada","Clark County","A_AIC",18830,20276,1446,7.4,"overcount","65+"
"Nevada","Clark County","NHPI_A",712,911,199,24.52,"overcount","65+"
"Nevada","Clark County","NHPI_AIC",1214,1498,284,20.94,"overcount","65+"
"Nevada","Douglas County","A_A",164,121,-43,-30.18,"undercount","65+"
"Nevada","Douglas County","A_AIC",195,145,-50,-29.41,"undercount","65+"
"Nevada","Douglas County","NHPI_A",18,10,-8,-57.14,"undercount","65+"
"Nevada","Douglas County","NHPI_AIC",34,19,-15,-56.6,"undercount","65+"
"Nevada","Elko County","A_A",45,36,-9,-22.22,"undercount","65+"
"Nevada","Elko County","A_AIC",54,37,-17,-37.36,"undercount","65+"
"Nevada","Elko County","NHPI_A",6,7,1,15.38,"overcount","65+"
"Nevada","Elko County","NHPI_AIC",11,2,-9,-138.46,"undercount","65+"
"Nevada","Esmeralda County","A_A",1,0,-1,-200,"undercount","65+"
"Nevada","Esmeralda County","A_AIC",5,0,-5,-200,"undercount","65+"
"Nevada","Esmeralda County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Nevada","Esmeralda County","NHPI_AIC",3,2,-1,-40,"undercount","65+"
"Nevada","Eureka County","A_A",2,2,0,0,"equal","65+"
"Nevada","Eureka County","A_AIC",2,0,-2,-200,"undercount","65+"
"Nevada","Eureka County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Nevada","Eureka County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Nevada","Humboldt County","A_A",31,6,-25,-135.14,"undercount","65+"
"Nevada","Humboldt County","A_AIC",37,9,-28,-121.74,"undercount","65+"
"Nevada","Humboldt County","NHPI_A",5,0,-5,-200,"undercount","65+"
"Nevada","Humboldt County","NHPI_AIC",7,3,-4,-80,"undercount","65+"
"Nevada","Lander County","A_A",3,1,-2,-100,"undercount","65+"
"Nevada","Lander County","A_AIC",4,0,-4,-200,"undercount","65+"
"Nevada","Lander County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Nevada","Lander County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Nevada","Lincoln County","A_A",1,5,4,133.33,"overcount","65+"
"Nevada","Lincoln County","A_AIC",2,0,-2,-200,"undercount","65+"
"Nevada","Lincoln County","NHPI_A",6,0,-6,-200,"undercount","65+"
"Nevada","Lincoln County","NHPI_AIC",6,2,-4,-100,"undercount","65+"
"Nevada","Lyon County","A_A",91,89,-2,-2.22,"undercount","65+"
"Nevada","Lyon County","A_AIC",110,96,-14,-13.59,"undercount","65+"
"Nevada","Lyon County","NHPI_A",14,12,-2,-15.38,"undercount","65+"
"Nevada","Lyon County","NHPI_AIC",22,19,-3,-14.63,"undercount","65+"
"Nevada","Mineral County","A_A",11,8,-3,-31.58,"undercount","65+"
"Nevada","Mineral County","A_AIC",15,0,-15,-200,"undercount","65+"
"Nevada","Mineral County","NHPI_A",5,2,-3,-85.71,"undercount","65+"
"Nevada","Mineral County","NHPI_AIC",6,0,-6,-200,"undercount","65+"
"Nevada","Nye County","A_A",159,125,-34,-23.94,"undercount","65+"
"Nevada","Nye County","A_AIC",177,145,-32,-19.88,"undercount","65+"
"Nevada","Nye County","NHPI_A",38,29,-9,-26.87,"undercount","65+"
"Nevada","Nye County","NHPI_AIC",50,18,-32,-94.12,"undercount","65+"
"Nevada","Pershing County","A_A",11,8,-3,-31.58,"undercount","65+"
"Nevada","Pershing County","A_AIC",12,6,-6,-66.67,"undercount","65+"
"Nevada","Pershing County","NHPI_A",0,1,1,200,"overcount","65+"
"Nevada","Pershing County","NHPI_AIC",1,1,0,0,"equal","65+"
"Nevada","Storey County","A_A",20,13,-7,-42.42,"undercount","65+"
"Nevada","Storey County","A_AIC",24,10,-14,-82.35,"undercount","65+"
"Nevada","Storey County","NHPI_A",0,2,2,200,"overcount","65+"
"Nevada","Storey County","NHPI_AIC",0,1,1,200,"overcount","65+"
"Nevada","Washoe County","A_A",2634,2305,-329,-13.32,"undercount","65+"
"Nevada","Washoe County","A_AIC",2794,2453,-341,-13,"undercount","65+"
"Nevada","Washoe County","NHPI_A",170,138,-32,-20.78,"undercount","65+"
"Nevada","Washoe County","NHPI_AIC",243,203,-40,-17.94,"undercount","65+"
"Nevada","White Pine County","A_A",13,12,-1,-8,"undercount","65+"
"Nevada","White Pine County","A_AIC",16,12,-4,-28.57,"undercount","65+"
"Nevada","White Pine County","NHPI_A",0,0,0,NA,"equal","65+"
"Nevada","White Pine County","NHPI_AIC",1,2,1,66.67,"overcount","65+"
"New Hampshire","Belknap County","A_A",49,39,-10,-22.73,"undercount","65+"
"New Hampshire","Belknap County","A_AIC",54,35,-19,-42.7,"undercount","65+"
"New Hampshire","Belknap County","NHPI_A",0,0,0,NA,"equal","65+"
"New Hampshire","Belknap County","NHPI_AIC",0,4,4,200,"overcount","65+"
"New Hampshire","Carroll County","A_A",43,27,-16,-45.71,"undercount","65+"
"New Hampshire","Carroll County","A_AIC",50,8,-42,-144.83,"undercount","65+"
"New Hampshire","Carroll County","NHPI_A",4,1,-3,-120,"undercount","65+"
"New Hampshire","Carroll County","NHPI_AIC",6,1,-5,-142.86,"undercount","65+"
"New Hampshire","Cheshire County","A_A",51,43,-8,-17.02,"undercount","65+"
"New Hampshire","Cheshire County","A_AIC",58,47,-11,-20.95,"undercount","65+"
"New Hampshire","Cheshire County","NHPI_A",4,0,-4,-200,"undercount","65+"
"New Hampshire","Cheshire County","NHPI_AIC",5,1,-4,-133.33,"undercount","65+"
"New Hampshire","Coos County","A_A",18,13,-5,-32.26,"undercount","65+"
"New Hampshire","Coos County","A_AIC",23,7,-16,-106.67,"undercount","65+"
"New Hampshire","Coos County","NHPI_A",0,0,0,NA,"equal","65+"
"New Hampshire","Coos County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"New Hampshire","Grafton County","A_A",92,73,-19,-23.03,"undercount","65+"
"New Hampshire","Grafton County","A_AIC",103,52,-51,-65.81,"undercount","65+"
"New Hampshire","Grafton County","NHPI_A",5,0,-5,-200,"undercount","65+"
"New Hampshire","Grafton County","NHPI_AIC",5,3,-2,-50,"undercount","65+"
"New Hampshire","Hillsborough County","A_A",777,674,-103,-14.2,"undercount","65+"
"New Hampshire","Hillsborough County","A_AIC",818,717,-101,-13.16,"undercount","65+"
"New Hampshire","Hillsborough County","NHPI_A",22,3,-19,-152,"undercount","65+"
"New Hampshire","Hillsborough County","NHPI_AIC",35,14,-21,-85.71,"undercount","65+"
"New Hampshire","Merrimack County","A_A",100,118,18,16.51,"overcount","65+"
"New Hampshire","Merrimack County","A_AIC",119,92,-27,-25.59,"undercount","65+"
"New Hampshire","Merrimack County","NHPI_A",2,4,2,66.67,"overcount","65+"
"New Hampshire","Merrimack County","NHPI_AIC",7,4,-3,-54.55,"undercount","65+"
"New Hampshire","Rockingham County","A_A",354,282,-72,-22.64,"undercount","65+"
"New Hampshire","Rockingham County","A_AIC",379,306,-73,-21.31,"undercount","65+"
"New Hampshire","Rockingham County","NHPI_A",17,2,-15,-157.89,"undercount","65+"
"New Hampshire","Rockingham County","NHPI_AIC",24,8,-16,-100,"undercount","65+"
"New Hampshire","Strafford County","A_A",149,147,-2,-1.35,"undercount","65+"
"New Hampshire","Strafford County","A_AIC",158,150,-8,-5.19,"undercount","65+"
"New Hampshire","Strafford County","NHPI_A",2,1,-1,-66.67,"undercount","65+"
"New Hampshire","Strafford County","NHPI_AIC",5,4,-1,-22.22,"undercount","65+"
"New Hampshire","Sullivan County","A_A",24,19,-5,-23.26,"undercount","65+"
"New Hampshire","Sullivan County","A_AIC",33,21,-12,-44.44,"undercount","65+"
"New Hampshire","Sullivan County","NHPI_A",3,0,-3,-200,"undercount","65+"
"New Hampshire","Sullivan County","NHPI_AIC",4,2,-2,-66.67,"undercount","65+"
"New Jersey","Atlantic County","A_A",1819,1757,-62,-3.47,"undercount","65+"
"New Jersey","Atlantic County","A_AIC",1898,1873,-25,-1.33,"undercount","65+"
"New Jersey","Atlantic County","NHPI_A",16,9,-7,-56,"undercount","65+"
"New Jersey","Atlantic County","NHPI_AIC",39,22,-17,-55.74,"undercount","65+"
"New Jersey","Bergen County","A_A",11244,11408,164,1.45,"overcount","65+"
"New Jersey","Bergen County","A_AIC",11527,11929,402,3.43,"overcount","65+"
"New Jersey","Bergen County","NHPI_A",52,40,-12,-26.09,"undercount","65+"
"New Jersey","Bergen County","NHPI_AIC",97,213,116,74.84,"overcount","65+"
"New Jersey","Burlington County","A_A",1806,1814,8,0.44,"overcount","65+"
"New Jersey","Burlington County","A_AIC",1927,1909,-18,-0.94,"undercount","65+"
"New Jersey","Burlington County","NHPI_A",12,17,5,34.48,"overcount","65+"
"New Jersey","Burlington County","NHPI_AIC",38,43,5,12.35,"overcount","65+"
"New Jersey","Camden County","A_A",2650,2474,-176,-6.87,"undercount","65+"
"New Jersey","Camden County","A_AIC",2771,2618,-153,-5.68,"undercount","65+"
"New Jersey","Camden County","NHPI_A",22,10,-12,-75,"undercount","65+"
"New Jersey","Camden County","NHPI_AIC",58,34,-24,-52.17,"undercount","65+"
