"year","CTYNAME","STNAME","api"
1990,"Kenai Peninsula","Alaska",437
1991,"Kenai Peninsula","Alaska",457
1992,"Kenai Peninsula","Alaska",473
1993,"Kenai Peninsula","Alaska",512
1994,"Kenai Peninsula","Alaska",540
1995,"Kenai Peninsula","Alaska",566
1996,"Kenai Peninsula","Alaska",598
1997,"Kenai Peninsula","Alaska",631
1998,"Kenai Peninsula","Alaska",634
1999,"Kenai Peninsula","Alaska",662
2000,"Kenai Peninsula","Alaska",695.6
1990,"Ketchikan Gateway","Alaska",498
1991,"Ketchikan Gateway","Alaska",542
1992,"Ketchikan Gateway","Alaska",562
1993,"Ketchikan Gateway","Alaska",576
1994,"Ketchikan Gateway","Alaska",601
1995,"Ketchikan Gateway","Alaska",612
1996,"Ketchikan Gateway","Alaska",644
1997,"Ketchikan Gateway","Alaska",654
1998,"Ketchikan Gateway","Alaska",653
1999,"Ketchikan Gateway","Alaska",660
2000,"Ketchikan Gateway","Alaska",697.2
1990,"Kodiak Island","Alaska",1569
1991,"Kodiak Island","Alaska",1674
1992,"Kodiak Island","Alaska",1741
1993,"Kodiak Island","Alaska",1826
1994,"Kodiak Island","Alaska",1962
1995,"Kodiak Island","Alaska",2004
1996,"Kodiak Island","Alaska",2082
1997,"Kodiak Island","Alaska",2124
1998,"Kodiak Island","Alaska",2099
1999,"Kodiak Island","Alaska",2124
2000,"Kodiak Island","Alaska",2277
1990,"Lake and Peninsula","Alaska",5
1991,"Lake and Peninsula","Alaska",9
1992,"Lake and Peninsula","Alaska",8
1993,"Lake and Peninsula","Alaska",7
1994,"Lake and Peninsula","Alaska",5
1995,"Lake and Peninsula","Alaska",5
1996,"Lake and Peninsula","Alaska",6
1997,"Lake and Peninsula","Alaska",12
1998,"Lake and Peninsula","Alaska",11
1999,"Lake and Peninsula","Alaska",10
2000,"Lake and Peninsula","Alaska",10.33
1990,"Matanuska-Susitna","Alaska",305
1991,"Matanuska-Susitna","Alaska",341
1992,"Matanuska-Susitna","Alaska",361
1993,"Matanuska-Susitna","Alaska",390
1994,"Matanuska-Susitna","Alaska",413
1995,"Matanuska-Susitna","Alaska",449
1996,"Matanuska-Susitna","Alaska",481
1997,"Matanuska-Susitna","Alaska",511
1998,"Matanuska-Susitna","Alaska",539
1999,"Matanuska-Susitna","Alaska",579
2000,"Matanuska-Susitna","Alaska",600.6
1990,"Nome","Alaska",57
1991,"Nome","Alaska",55
1992,"Nome","Alaska",61
1993,"Nome","Alaska",59
1994,"Nome","Alaska",56
1995,"Nome","Alaska",61
1996,"Nome","Alaska",62
1997,"Nome","Alaska",67
1998,"Nome","Alaska",70
1999,"Nome","Alaska",63
2000,"Nome","Alaska",67.87
1990,"North Slope","Alaska",286
1991,"North Slope","Alaska",300
1992,"North Slope","Alaska",335
1993,"North Slope","Alaska",350
1994,"North Slope","Alaska",355
1995,"North Slope","Alaska",370
1996,"North Slope","Alaska",381
1997,"North Slope","Alaska",396
1998,"North Slope","Alaska",405
1999,"North Slope","Alaska",398
2000,"North Slope","Alaska",429.47
1990,"Northwest Arctic","Alaska",48
1991,"Northwest Arctic","Alaska",47
1992,"Northwest Arctic","Alaska",49
1993,"Northwest Arctic","Alaska",53
1994,"Northwest Arctic","Alaska",56
1995,"Northwest Arctic","Alaska",57
1996,"Northwest Arctic","Alaska",62
1997,"Northwest Arctic","Alaska",67
1998,"Northwest Arctic","Alaska",64
1999,"Northwest Arctic","Alaska",69
2000,"Northwest Arctic","Alaska",71.4
1990,"Prince of Wales-Outer Ketchikan","Alaska",29
1991,"Prince of Wales-Outer Ketchikan","Alaska",28
1992,"Prince of Wales-Outer Ketchikan","Alaska",30
1993,"Prince of Wales-Outer Ketchikan","Alaska",33
1994,"Prince of Wales-Outer Ketchikan","Alaska",30
1995,"Prince of Wales-Outer Ketchikan","Alaska",35
1996,"Prince of Wales-Outer Ketchikan","Alaska",38
1997,"Prince of Wales-Outer Ketchikan","Alaska",40
1998,"Prince of Wales-Outer Ketchikan","Alaska",37
1999,"Prince of Wales-Outer Ketchikan","Alaska",34
2000,"Prince of Wales-Outer Ketchikan","Alaska",39.33
1990,"Sitka","Alaska",335
1991,"Sitka","Alaska",338
1992,"Sitka","Alaska",349
1993,"Sitka","Alaska",368
1994,"Sitka","Alaska",360
1995,"Sitka","Alaska",369
1996,"Sitka","Alaska",368
1997,"Sitka","Alaska",393
1998,"Sitka","Alaska",387
1999,"Sitka","Alaska",385
2000,"Sitka","Alaska",399.27
1990,"Skagway-Hoonah-Angoon","Alaska",25
1991,"Skagway-Hoonah-Angoon","Alaska",26
1992,"Skagway-Hoonah-Angoon","Alaska",26
1993,"Skagway-Hoonah-Angoon","Alaska",26
1994,"Skagway-Hoonah-Angoon","Alaska",27
1995,"Skagway-Hoonah-Angoon","Alaska",26
1996,"Skagway-Hoonah-Angoon","Alaska",29
1997,"Skagway-Hoonah-Angoon","Alaska",30
1998,"Skagway-Hoonah-Angoon","Alaska",29
1999,"Skagway-Hoonah-Angoon","Alaska",24
2000,"Skagway-Hoonah-Angoon","Alaska",28.13
1990,"Southeast Fairbanks","Alaska",90
1991,"Southeast Fairbanks","Alaska",87
1992,"Southeast Fairbanks","Alaska",87
1993,"Southeast Fairbanks","Alaska",85
1994,"Southeast Fairbanks","Alaska",94
1995,"Southeast Fairbanks","Alaska",100
1996,"Southeast Fairbanks","Alaska",98
1997,"Southeast Fairbanks","Alaska",101
1998,"Southeast Fairbanks","Alaska",100
1999,"Southeast Fairbanks","Alaska",101
2000,"Southeast Fairbanks","Alaska",104.47
1990,"Valdez-Cordova","Alaska",327
1991,"Valdez-Cordova","Alaska",350
1992,"Valdez-Cordova","Alaska",347
1993,"Valdez-Cordova","Alaska",355
1994,"Valdez-Cordova","Alaska",383
1995,"Valdez-Cordova","Alaska",389
1996,"Valdez-Cordova","Alaska",405
1997,"Valdez-Cordova","Alaska",426
1998,"Valdez-Cordova","Alaska",419
1999,"Valdez-Cordova","Alaska",426
2000,"Valdez-Cordova","Alaska",446.87
1990,"Wade Hampton","Alaska",23
1991,"Wade Hampton","Alaska",22
1992,"Wade Hampton","Alaska",25
1993,"Wade Hampton","Alaska",27
1994,"Wade Hampton","Alaska",26
1995,"Wade Hampton","Alaska",32
1996,"Wade Hampton","Alaska",38
1997,"Wade Hampton","Alaska",36
1998,"Wade Hampton","Alaska",38
1999,"Wade Hampton","Alaska",36
2000,"Wade Hampton","Alaska",41.07
1990,"Wrangell-Petersburg","Alaska",96
1991,"Wrangell-Petersburg","Alaska",97
1992,"Wrangell-Petersburg","Alaska",97
1993,"Wrangell-Petersburg","Alaska",101
1994,"Wrangell-Petersburg","Alaska",100
1995,"Wrangell-Petersburg","Alaska",101
1996,"Wrangell-Petersburg","Alaska",105
1997,"Wrangell-Petersburg","Alaska",117
1998,"Wrangell-Petersburg","Alaska",118
1999,"Wrangell-Petersburg","Alaska",124
2000,"Wrangell-Petersburg","Alaska",122.67
1990,"Yakutat","Alaska",14
1991,"Yakutat","Alaska",18
1992,"Yakutat","Alaska",18
1993,"Yakutat","Alaska",17
1994,"Yakutat","Alaska",19
1995,"Yakutat","Alaska",24
1996,"Yakutat","Alaska",28
1997,"Yakutat","Alaska",27
1998,"Yakutat","Alaska",20
1999,"Yakutat","Alaska",22
2000,"Yakutat","Alaska",26.33
1990,"Yukon-Koyukuk","Alaska",41
1991,"Yukon-Koyukuk","Alaska",42
1992,"Yukon-Koyukuk","Alaska",43
1993,"Yukon-Koyukuk","Alaska",44
1994,"Yukon-Koyukuk","Alaska",36
1995,"Yukon-Koyukuk","Alaska",39
1996,"Yukon-Koyukuk","Alaska",39
1997,"Yukon-Koyukuk","Alaska",43
1998,"Yukon-Koyukuk","Alaska",41
1999,"Yukon-Koyukuk","Alaska",41
2000,"Yukon-Koyukuk","Alaska",40.27
1990,"Apache","Arizona",102
1991,"Apache","Arizona",102
1992,"Apache","Arizona",108
1993,"Apache","Arizona",117
1994,"Apache","Arizona",121
1995,"Apache","Arizona",131
1996,"Apache","Arizona",148
1997,"Apache","Arizona",157
1998,"Apache","Arizona",163
1999,"Apache","Arizona",167
2000,"Apache","Arizona",176.93
1990,"Cochise","Arizona",2328
1991,"Cochise","Arizona",2435
1992,"Cochise","Arizona",2569
1993,"Cochise","Arizona",2760
1994,"Cochise","Arizona",2973
1995,"Cochise","Arizona",3148
1996,"Cochise","Arizona",3245
1997,"Cochise","Arizona",3349
1998,"Cochise","Arizona",3391
1999,"Cochise","Arizona",3457
2000,"Cochise","Arizona",3711.6
1990,"Coconino","Arizona",895
1991,"Coconino","Arizona",964
1992,"Coconino","Arizona",1031
1993,"Coconino","Arizona",1112
1994,"Coconino","Arizona",1177
1995,"Coconino","Arizona",1228
1996,"Coconino","Arizona",1284
1997,"Coconino","Arizona",1325
1998,"Coconino","Arizona",1358
1999,"Coconino","Arizona",1378
2000,"Coconino","Arizona",1479.93
1990,"Gila","Arizona",148
1991,"Gila","Arizona",155
1992,"Gila","Arizona",163
1993,"Gila","Arizona",182
1994,"Gila","Arizona",199
1995,"Gila","Arizona",218
1996,"Gila","Arizona",240
1997,"Gila","Arizona",249
1998,"Gila","Arizona",262
1999,"Gila","Arizona",268
2000,"Gila","Arizona",290.13
1990,"Graham","Arizona",109
1991,"Graham","Arizona",111
1992,"Graham","Arizona",113
1993,"Graham","Arizona",123
1994,"Graham","Arizona",135
1995,"Graham","Arizona",142
1996,"Graham","Arizona",146
1997,"Graham","Arizona",159
1998,"Graham","Arizona",166
1999,"Graham","Arizona",171
2000,"Graham","Arizona",179.13
1990,"Greenlee","Arizona",19
1991,"Greenlee","Arizona",20
1992,"Greenlee","Arizona",21
1993,"Greenlee","Arizona",24
1994,"Greenlee","Arizona",26
1995,"Greenlee","Arizona",27
1996,"Greenlee","Arizona",29
1997,"Greenlee","Arizona",30
1998,"Greenlee","Arizona",33
1999,"Greenlee","Arizona",31
2000,"Greenlee","Arizona",34.67
1990,"La Paz","Arizona",109
1991,"La Paz","Arizona",112
1992,"La Paz","Arizona",117
1993,"La Paz","Arizona",123
1994,"La Paz","Arizona",126
1995,"La Paz","Arizona",136
1996,"La Paz","Arizona",149
1997,"La Paz","Arizona",147
1998,"La Paz","Arizona",157
1999,"La Paz","Arizona",167
2000,"La Paz","Arizona",170.13
1990,"Maricopa","Arizona",38879
1991,"Maricopa","Arizona",41647
1992,"Maricopa","Arizona",44327
1993,"Maricopa","Arizona",48013
1994,"Maricopa","Arizona",51936
1995,"Maricopa","Arizona",56176
1996,"Maricopa","Arizona",60303
1997,"Maricopa","Arizona",63897
1998,"Maricopa","Arizona",67195
1999,"Maricopa","Arizona",70649
2000,"Maricopa","Arizona",74426.4
1990,"Mohave","Arizona",599
1991,"Mohave","Arizona",702
1992,"Mohave","Arizona",770
1993,"Mohave","Arizona",855
1994,"Mohave","Arizona",938
1995,"Mohave","Arizona",1025
1996,"Mohave","Arizona",1100
1997,"Mohave","Arizona",1174
1998,"Mohave","Arizona",1209
1999,"Mohave","Arizona",1276
2000,"Mohave","Arizona",1380.93
1990,"Navajo","Arizona",292
1991,"Navajo","Arizona",302
1992,"Navajo","Arizona",317
1993,"Navajo","Arizona",354
1994,"Navajo","Arizona",388
1995,"Navajo","Arizona",420
1996,"Navajo","Arizona",442
1997,"Navajo","Arizona",473
1998,"Navajo","Arizona",486
1999,"Navajo","Arizona",499
2000,"Navajo","Arizona",538.2
1990,"Pima","Arizona",12807
1991,"Pima","Arizona",13494
1992,"Pima","Arizona",14221
1993,"Pima","Arizona",15216
1994,"Pima","Arizona",16182
1995,"Pima","Arizona",17101
1996,"Pima","Arizona",17888
1997,"Pima","Arizona",18535
1998,"Pima","Arizona",19032
1999,"Pima","Arizona",19648
2000,"Pima","Arizona",20773.73
1990,"Pinal","Arizona",579
1991,"Pinal","Arizona",607
1992,"Pinal","Arizona",644
1993,"Pinal","Arizona",707
1994,"Pinal","Arizona",762
1995,"Pinal","Arizona",829
1996,"Pinal","Arizona",893
1997,"Pinal","Arizona",927
1998,"Pinal","Arizona",989
1999,"Pinal","Arizona",1031
2000,"Pinal","Arizona",1089.53
1990,"Santa Cruz","Arizona",183
1991,"Santa Cruz","Arizona",193
1992,"Santa Cruz","Arizona",202
1993,"Santa Cruz","Arizona",216
1994,"Santa Cruz","Arizona",234
1995,"Santa Cruz","Arizona",244
1996,"Santa Cruz","Arizona",251
1997,"Santa Cruz","Arizona",268
1998,"Santa Cruz","Arizona",278
1999,"Santa Cruz","Arizona",289
2000,"Santa Cruz","Arizona",302.27
1990,"Yavapai","Arizona",503
1991,"Yavapai","Arizona",554
1992,"Yavapai","Arizona",598
1993,"Yavapai","Arizona",666
1994,"Yavapai","Arizona",719
1995,"Yavapai","Arizona",777
1996,"Yavapai","Arizona",835
1997,"Yavapai","Arizona",868
1998,"Yavapai","Arizona",911
1999,"Yavapai","Arizona",954
2000,"Yavapai","Arizona",1020.93
1990,"Yuma","Arizona",1586
1991,"Yuma","Arizona",1715
1992,"Yuma","Arizona",1841
1993,"Yuma","Arizona",1975
1994,"Yuma","Arizona",2047
1995,"Yuma","Arizona",2140
1996,"Yuma","Arizona",2268
1997,"Yuma","Arizona",2380
1998,"Yuma","Arizona",2467
1999,"Yuma","Arizona",2554
2000,"Yuma","Arizona",2685.4
1990,"Arkansas","Arkansas",35
1991,"Arkansas","Arkansas",35
1992,"Arkansas","Arkansas",35
1993,"Arkansas","Arkansas",35
1994,"Arkansas","Arkansas",38
1995,"Arkansas","Arkansas",38
1996,"Arkansas","Arkansas",38
1997,"Arkansas","Arkansas",38
1998,"Arkansas","Arkansas",40
1999,"Arkansas","Arkansas",42
2000,"Arkansas","Arkansas",41.47
1990,"Ashley","Arkansas",52
1991,"Ashley","Arkansas",48
1992,"Ashley","Arkansas",59
1993,"Ashley","Arkansas",53
1994,"Ashley","Arkansas",59
1995,"Ashley","Arkansas",64
1996,"Ashley","Arkansas",62
1997,"Ashley","Arkansas",68
1998,"Ashley","Arkansas",65
1999,"Ashley","Arkansas",72
2000,"Ashley","Arkansas",72.73
1990,"Baxter","Arkansas",61
1991,"Baxter","Arkansas",65
1992,"Baxter","Arkansas",67
1993,"Baxter","Arkansas",73
1994,"Baxter","Arkansas",82
1995,"Baxter","Arkansas",87
1996,"Baxter","Arkansas",97
1997,"Baxter","Arkansas",102
1998,"Baxter","Arkansas",99
1999,"Baxter","Arkansas",102
2000,"Baxter","Arkansas",112.13
1990,"Benton","Arkansas",464
1991,"Benton","Arkansas",499
1992,"Benton","Arkansas",527
1993,"Benton","Arkansas",607
1994,"Benton","Arkansas",660
1995,"Benton","Arkansas",723
1996,"Benton","Arkansas",775
1997,"Benton","Arkansas",839
1998,"Benton","Arkansas",885
1999,"Benton","Arkansas",924
2000,"Benton","Arkansas",989.27
1990,"Boone","Arkansas",44
1991,"Boone","Arkansas",47
1992,"Boone","Arkansas",53
1993,"Boone","Arkansas",62
1994,"Boone","Arkansas",61
1995,"Boone","Arkansas",66
1996,"Boone","Arkansas",77
1997,"Boone","Arkansas",82
1998,"Boone","Arkansas",76
1999,"Boone","Arkansas",85
2000,"Boone","Arkansas",90.87
1990,"Bradley","Arkansas",2
1991,"Bradley","Arkansas",1
1992,"Bradley","Arkansas",2
1993,"Bradley","Arkansas",2
1994,"Bradley","Arkansas",2
1995,"Bradley","Arkansas",2
1996,"Bradley","Arkansas",3
1997,"Bradley","Arkansas",4
1998,"Bradley","Arkansas",4
1999,"Bradley","Arkansas",3
2000,"Bradley","Arkansas",3.93
1990,"Calhoun","Arkansas",8
1991,"Calhoun","Arkansas",9
1992,"Calhoun","Arkansas",7
1993,"Calhoun","Arkansas",8
1994,"Calhoun","Arkansas",8
1995,"Calhoun","Arkansas",10
1996,"Calhoun","Arkansas",8
1997,"Calhoun","Arkansas",10
1998,"Calhoun","Arkansas",10
1999,"Calhoun","Arkansas",13
2000,"Calhoun","Arkansas",11.4
1990,"Carroll","Arkansas",54
1991,"Carroll","Arkansas",57
1992,"Carroll","Arkansas",61
1993,"Carroll","Arkansas",69
1994,"Carroll","Arkansas",79
1995,"Carroll","Arkansas",80
1996,"Carroll","Arkansas",91
1997,"Carroll","Arkansas",94
1998,"Carroll","Arkansas",96
1999,"Carroll","Arkansas",96
2000,"Carroll","Arkansas",107.13
1990,"Chicot","Arkansas",59
1991,"Chicot","Arkansas",59
1992,"Chicot","Arkansas",61
1993,"Chicot","Arkansas",66
1994,"Chicot","Arkansas",69
1995,"Chicot","Arkansas",59
1996,"Chicot","Arkansas",76
1997,"Chicot","Arkansas",85
1998,"Chicot","Arkansas",82
1999,"Chicot","Arkansas",75
2000,"Chicot","Arkansas",83.93
1990,"Clark","Arkansas",78
1991,"Clark","Arkansas",77
1992,"Clark","Arkansas",82
1993,"Clark","Arkansas",81
1994,"Clark","Arkansas",86
1995,"Clark","Arkansas",91
1996,"Clark","Arkansas",94
1997,"Clark","Arkansas",99
1998,"Clark","Arkansas",96
1999,"Clark","Arkansas",92
2000,"Clark","Arkansas",100.53
1990,"Clay","Arkansas",14
1991,"Clay","Arkansas",16
1992,"Clay","Arkansas",22
1993,"Clay","Arkansas",14
1994,"Clay","Arkansas",16
1995,"Clay","Arkansas",16
1996,"Clay","Arkansas",19
1997,"Clay","Arkansas",16
1998,"Clay","Arkansas",19
1999,"Clay","Arkansas",24
2000,"Clay","Arkansas",20.8
1990,"Cleburne","Arkansas",22
1991,"Cleburne","Arkansas",22
1992,"Cleburne","Arkansas",23
1993,"Cleburne","Arkansas",26
1994,"Cleburne","Arkansas",26
1995,"Cleburne","Arkansas",30
1996,"Cleburne","Arkansas",35
1997,"Cleburne","Arkansas",37
1998,"Cleburne","Arkansas",38
1999,"Cleburne","Arkansas",38
2000,"Cleburne","Arkansas",41.6
1990,"Cleveland","Arkansas",14
1991,"Cleveland","Arkansas",13
1992,"Cleveland","Arkansas",15
1993,"Cleveland","Arkansas",15
1994,"Cleveland","Arkansas",14
1995,"Cleveland","Arkansas",15
1996,"Cleveland","Arkansas",16
1997,"Cleveland","Arkansas",20
1998,"Cleveland","Arkansas",17
1999,"Cleveland","Arkansas",19
2000,"Cleveland","Arkansas",19.2
1990,"Columbia","Arkansas",62
1991,"Columbia","Arkansas",63
1992,"Columbia","Arkansas",64
1993,"Columbia","Arkansas",63
1994,"Columbia","Arkansas",65
1995,"Columbia","Arkansas",67
1996,"Columbia","Arkansas",67
1997,"Columbia","Arkansas",73
1998,"Columbia","Arkansas",72
1999,"Columbia","Arkansas",72
2000,"Columbia","Arkansas",73.87
1990,"Conway","Arkansas",30
1991,"Conway","Arkansas",28
1992,"Conway","Arkansas",28
1993,"Conway","Arkansas",30
1994,"Conway","Arkansas",32
1995,"Conway","Arkansas",34
1996,"Conway","Arkansas",37
1997,"Conway","Arkansas",35
1998,"Conway","Arkansas",38
1999,"Conway","Arkansas",40
2000,"Conway","Arkansas",40.47
1990,"Craighead","Arkansas",404
1991,"Craighead","Arkansas",406
1992,"Craighead","Arkansas",422
1993,"Craighead","Arkansas",470
1994,"Craighead","Arkansas",483
1995,"Craighead","Arkansas",525
1996,"Craighead","Arkansas",542
1997,"Craighead","Arkansas",561
1998,"Craighead","Arkansas",549
1999,"Craighead","Arkansas",563
2000,"Craighead","Arkansas",605.33
1990,"Crawford","Arkansas",397
1991,"Crawford","Arkansas",420
1992,"Crawford","Arkansas",438
1993,"Crawford","Arkansas",475
1994,"Crawford","Arkansas",511
1995,"Crawford","Arkansas",541
1996,"Crawford","Arkansas",587
1997,"Crawford","Arkansas",611
1998,"Crawford","Arkansas",649
1999,"Crawford","Arkansas",677
2000,"Crawford","Arkansas",709.07
1990,"Crittenden","Arkansas",185
1991,"Crittenden","Arkansas",188
1992,"Crittenden","Arkansas",189
1993,"Crittenden","Arkansas",200
1994,"Crittenden","Arkansas",206
1995,"Crittenden","Arkansas",234
1996,"Crittenden","Arkansas",227
1997,"Crittenden","Arkansas",235
1998,"Crittenden","Arkansas",248
1999,"Crittenden","Arkansas",255
2000,"Crittenden","Arkansas",263
1990,"Cross","Arkansas",41
1991,"Cross","Arkansas",42
1992,"Cross","Arkansas",43
1993,"Cross","Arkansas",41
1994,"Cross","Arkansas",45
1995,"Cross","Arkansas",45
1996,"Cross","Arkansas",52
1997,"Cross","Arkansas",53
1998,"Cross","Arkansas",52
1999,"Cross","Arkansas",55
2000,"Cross","Arkansas",56.2
1990,"Dallas","Arkansas",11
1991,"Dallas","Arkansas",10
1992,"Dallas","Arkansas",11
1993,"Dallas","Arkansas",10
1994,"Dallas","Arkansas",10
1995,"Dallas","Arkansas",11
1996,"Dallas","Arkansas",11
1997,"Dallas","Arkansas",12
1998,"Dallas","Arkansas",12
1999,"Dallas","Arkansas",12
2000,"Dallas","Arkansas",12.07
1990,"Desha","Arkansas",37
1991,"Desha","Arkansas",36
1992,"Desha","Arkansas",35
1993,"Desha","Arkansas",39
1994,"Desha","Arkansas",41
1995,"Desha","Arkansas",37
1996,"Desha","Arkansas",38
1997,"Desha","Arkansas",40
1998,"Desha","Arkansas",41
1999,"Desha","Arkansas",40
2000,"Desha","Arkansas",41.07
1990,"Drew","Arkansas",25
1991,"Drew","Arkansas",27
1992,"Drew","Arkansas",24
1993,"Drew","Arkansas",30
1994,"Drew","Arkansas",32
1995,"Drew","Arkansas",32
1996,"Drew","Arkansas",31
1997,"Drew","Arkansas",39
1998,"Drew","Arkansas",38
1999,"Drew","Arkansas",37
2000,"Drew","Arkansas",40.27
1990,"Faulkner","Arkansas",226
1991,"Faulkner","Arkansas",244
1992,"Faulkner","Arkansas",256
1993,"Faulkner","Arkansas",292
1994,"Faulkner","Arkansas",303
1995,"Faulkner","Arkansas",324
1996,"Faulkner","Arkansas",349
1997,"Faulkner","Arkansas",362
1998,"Faulkner","Arkansas",374
1999,"Faulkner","Arkansas",388
2000,"Faulkner","Arkansas",414.8
1990,"Franklin","Arkansas",26
1991,"Franklin","Arkansas",27
1992,"Franklin","Arkansas",28
1993,"Franklin","Arkansas",29
1994,"Franklin","Arkansas",29
1995,"Franklin","Arkansas",31
1996,"Franklin","Arkansas",36
1997,"Franklin","Arkansas",39
1998,"Franklin","Arkansas",42
1999,"Franklin","Arkansas",43
2000,"Franklin","Arkansas",44.2
1990,"Fulton","Arkansas",9
1991,"Fulton","Arkansas",9
1992,"Fulton","Arkansas",9
1993,"Fulton","Arkansas",10
1994,"Fulton","Arkansas",10
1995,"Fulton","Arkansas",12
1996,"Fulton","Arkansas",16
1997,"Fulton","Arkansas",16
1998,"Fulton","Arkansas",14
1999,"Fulton","Arkansas",16
2000,"Fulton","Arkansas",17.2
1990,"Garland","Arkansas",235
1991,"Garland","Arkansas",241
1992,"Garland","Arkansas",254
1993,"Garland","Arkansas",273
1994,"Garland","Arkansas",293
1995,"Garland","Arkansas",309
1996,"Garland","Arkansas",331
1997,"Garland","Arkansas",336
1998,"Garland","Arkansas",361
1999,"Garland","Arkansas",369
2000,"Garland","Arkansas",388.4
1990,"Grant","Arkansas",21
1991,"Grant","Arkansas",22
1992,"Grant","Arkansas",23
1993,"Grant","Arkansas",23
1994,"Grant","Arkansas",24
1995,"Grant","Arkansas",26
1996,"Grant","Arkansas",29
1997,"Grant","Arkansas",33
1998,"Grant","Arkansas",32
1999,"Grant","Arkansas",39
2000,"Grant","Arkansas",37.27
1990,"Greene","Arkansas",42
1991,"Greene","Arkansas",43
1992,"Greene","Arkansas",53
1993,"Greene","Arkansas",54
1994,"Greene","Arkansas",58
1995,"Greene","Arkansas",73
1996,"Greene","Arkansas",75
1997,"Greene","Arkansas",92
1998,"Greene","Arkansas",97
1999,"Greene","Arkansas",100
2000,"Greene","Arkansas",107.8
1990,"Hempstead","Arkansas",40
1991,"Hempstead","Arkansas",38
1992,"Hempstead","Arkansas",42
1993,"Hempstead","Arkansas",43
1994,"Hempstead","Arkansas",48
1995,"Hempstead","Arkansas",47
